emg_file,exists,subject_col,trial_rows,status,subject_key,group_keys,data_shape,paper_expected_preprocessing,provenance_consistent_with_processed_emg
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_12.mat,True,sbj_P_12,32,passed,sbj_P_12,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1617607x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_13.mat,True,sbj_P_13,32,passed,sbj_P_13,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,2213195x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_14.mat,True,sbj_P_14,32,passed,sbj_P_14,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1787497x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_15.mat,True,sbj_P_15,32,passed,sbj_P_15,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1709085x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_16.mat,True,sbj_P_16,32,passed,sbj_P_16,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1875471x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_17.mat,True,sbj_P_17,32,passed,sbj_P_17,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,2113173x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_18.mat,True,sbj_P_18,32,passed,sbj_P_18,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1922753x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_19.mat,True,sbj_P_19,32,passed,sbj_P_19,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1888861x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_20.mat,True,sbj_P_20,32,passed,sbj_P_20,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1819765x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_21.mat,True,sbj_P_21,32,passed,sbj_P_21,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,2330201x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_22.mat,True,sbj_P_22,32,passed,sbj_P_22,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1765991x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_23.mat,True,sbj_P_23,32,passed,sbj_P_23,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1898953x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_24.mat,True,sbj_P_24,32,passed,sbj_P_24,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1908779x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_25.mat,True,sbj_P_25,32,passed,sbj_P_25,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,2001499x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_26.mat,True,sbj_P_26,32,passed,sbj_P_26,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1804985x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_27.mat,True,sbj_P_27,32,passed,sbj_P_27,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,2089319x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_28.mat,True,sbj_P_28,32,passed,sbj_P_28,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,2042577x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_29.mat,True,sbj_P_29,32,passed,sbj_P_29,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1775253x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_30.mat,True,sbj_P_30,32,passed,sbj_P_30,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1900075x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_31.mat,True,sbj_P_31,32,passed,sbj_P_31,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1832567x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_32.mat,True,sbj_P_32,32,passed,sbj_P_32,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1944227x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_33.mat,True,sbj_P_33,32,passed,sbj_P_33,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1841393x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_34.mat,True,sbj_P_34,32,passed,sbj_P_34,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1957963x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_35.mat,True,sbj_P_35,32,passed,sbj_P_35,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1904287x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_36.mat,True,sbj_P_36,32,passed,sbj_P_36,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1888985x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_37.mat,True,sbj_P_37,32,passed,sbj_P_37,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1774419x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_38.mat,True,sbj_P_38,32,passed,sbj_P_38,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1952993x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_39.mat,True,sbj_P_39,32,passed,sbj_P_39,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,2272047x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_40.mat,True,sbj_P_40,32,passed,sbj_P_40,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1769701x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_41.mat,True,sbj_P_41,32,passed,sbj_P_41,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,2412741x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_42.mat,True,sbj_P_42,32,passed,sbj_P_42,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,2103905x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_43.mat,True,sbj_P_43,32,passed,sbj_P_43,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1846547x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_44.mat,True,sbj_P_44,32,passed,sbj_P_44,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1738795x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_45.mat,True,sbj_P_45,32,passed,sbj_P_45,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1774955x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_46.mat,True,sbj_P_46,32,passed,sbj_P_46,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1814277x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_47.mat,True,sbj_P_47,32,passed,sbj_P_47,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1770221x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_48.mat,True,sbj_P_48,32,passed,sbj_P_48,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1798877x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_49.mat,True,sbj_P_49,32,passed,sbj_P_49,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1957145x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_50.mat,True,sbj_P_50,32,passed,sbj_P_50,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1773603x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_52.mat,True,sbj_P_52,32,passed,sbj_P_52,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1687687x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_53.mat,True,sbj_P_53,32,passed,sbj_P_53,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1707181x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_54.mat,True,sbj_P_54,32,passed,sbj_P_54,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1828049x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_55.mat,True,sbj_P_55,32,passed,sbj_P_55,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1784567x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_56.mat,True,sbj_P_56,32,passed,sbj_P_56,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1861357x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_57.mat,True,sbj_P_57,32,passed,sbj_P_57,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1834127x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_58.mat,True,sbj_P_58,32,passed,sbj_P_58,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,2019885x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_59.mat,True,sbj_P_59,32,passed,sbj_P_59,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1896509x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_60.mat,True,sbj_P_60,32,passed,sbj_P_60,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1918297x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_61.mat,True,sbj_P_61,32,passed,sbj_P_61,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1687795x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_62.mat,True,sbj_P_62,32,passed,sbj_P_62,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1864183x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_63.mat,True,sbj_P_63,32,passed,sbj_P_63,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1803589x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_64.mat,True,sbj_P_64,32,passed,sbj_P_64,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1777393x2,notch_50_100Hz_and_bandpass_10_400Hz,True
/mnt/HDD/AliWorks/I-DARE/raw_downloads/EMG/sbj_P_65.mat,True,sbj_P_65,32,passed,sbj_P_65,Fs;channels;channels_type;channels_unit;data;event_begin;event_end;event_id;subject;time,1906827x2,notch_50_100Hz_and_bandpass_10_400Hz,True
