planned_run_id,model,modality,task,fold,target,authorized_now,requires_prior_objective,notes
14,mean_baseline_no_training,EMG,valence,2,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
15,mean_baseline_no_training,EMG,valence,3,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
16,mean_baseline_no_training,EMG,valence,4,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
17,mean_baseline_no_training,EMG,valence,5,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
18,mean_baseline_no_training,EMG,valence,6,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
19,mean_baseline_no_training,EMG,arousal,1,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
20,mean_baseline_no_training,EMG,arousal,2,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
21,mean_baseline_no_training,EMG,arousal,3,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
22,mean_baseline_no_training,EMG,arousal,4,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
23,mean_baseline_no_training,EMG,arousal,5,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
24,mean_baseline_no_training,EMG,arousal,6,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
25,ridge_regression_summary_features,EEG,valence,1,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
26,ridge_regression_summary_features,EEG,valence,2,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
27,ridge_regression_summary_features,EEG,valence,3,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
28,ridge_regression_summary_features,EEG,valence,4,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
29,ridge_regression_summary_features,EEG,valence,5,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
30,ridge_regression_summary_features,EEG,valence,6,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
31,ridge_regression_summary_features,EEG,arousal,1,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
32,ridge_regression_summary_features,EEG,arousal,2,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
33,ridge_regression_summary_features,EEG,arousal,3,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
34,ridge_regression_summary_features,EEG,arousal,4,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
35,ridge_regression_summary_features,EEG,arousal,5,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
36,ridge_regression_summary_features,EEG,arousal,6,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
37,ridge_regression_summary_features,EMG,valence,1,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
38,ridge_regression_summary_features,EMG,valence,2,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
39,ridge_regression_summary_features,EMG,valence,3,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
40,ridge_regression_summary_features,EMG,valence,4,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
41,ridge_regression_summary_features,EMG,valence,5,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
42,ridge_regression_summary_features,EMG,valence,6,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
43,ridge_regression_summary_features,EMG,arousal,1,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
44,ridge_regression_summary_features,EMG,arousal,2,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
45,ridge_regression_summary_features,EMG,arousal,3,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
46,ridge_regression_summary_features,EMG,arousal,4,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
47,ridge_regression_summary_features,EMG,arousal,5,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
48,ridge_regression_summary_features,EMG,arousal,6,subject_relative_ordinal_affect_regression_v1,no,label_semantics_redesigned_task_smoke_tests_objective,Minimal future run only; no SupCon/DG or broad search.
