inventory_id,source_path,proposed_target_path,proposed_manifest_provenance,copy_mode,review_required_before_execution
HIST042,prepare_idare_broader_eval_run.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/prepared_commands/prepare_idare_broader_eval_run.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST043,refine_idare_single_modality_spec.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/other/refine_idare_single_modality_spec.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST044,run_idare_calibration_protocol_report.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_calibration_protocol_report.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST045,run_idare_calibration_subject_generalization_report.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_calibration_subject_generalization_report.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST046,run_idare_diagnostic_sanity_tests.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_diagnostic_sanity_tests.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST047,run_idare_diagnostic_sanity_tests_fixed.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_diagnostic_sanity_tests_fixed.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST048,run_idare_failure_analysis_report.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_failure_analysis_report.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST049,run_idare_label_policy_ablation_144.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/runs/run_idare_label_policy_ablation_144.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST050,run_idare_label_semantics_minimal_redesigned_task_first_pass.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/runs/run_idare_label_semantics_minimal_redesigned_task_first_pass.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST051,run_idare_label_semantics_redesigned_task_smoke_guard_patch.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_label_semantics_redesigned_task_smoke_guard_patch.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST052,run_idare_label_semantics_redesigned_task_smoke_tests.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_label_semantics_redesigned_task_smoke_tests.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST053,run_idare_label_semantics_redesigned_task_spec_fix_or_stop_report.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_label_semantics_redesigned_task_spec_fix_or_stop_report.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST054,run_idare_label_semantics_task_redesign_or_stop_report.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_label_semantics_task_redesign_or_stop_report.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST055,run_idare_label_semantics_task_redesign_spec.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_label_semantics_task_redesign_spec.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST056,run_idare_minimal_subject_relative_preprocessed_training_first_pass.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/runs/run_idare_minimal_subject_relative_preprocessed_training_first_pass.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST057,run_idare_minimal_subject_relative_training_first_pass.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/runs/run_idare_minimal_subject_relative_training_first_pass.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST058,run_idare_minimal_supcon_dg_first_pass_training.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/runs/run_idare_minimal_supcon_dg_first_pass_training.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST059,run_idare_representation_label_task_redesign_report.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_representation_label_task_redesign_report.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST060,run_idare_representation_label_task_redesign_report_fixed.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_representation_label_task_redesign_report_fixed.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST061,run_idare_representation_or_label_semantics_failure_analysis_report.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_representation_or_label_semantics_failure_analysis_report.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST062,run_idare_root_cause_diagnostic_report.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_root_cause_diagnostic_report.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST063,run_idare_script_archival_and_reproducibility_report.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_script_archival_and_reproducibility_report.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST064,run_idare_subject_relative_representation_preprocessing_report.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_subject_relative_representation_preprocessing_report.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST065,run_idare_subject_relative_task_formulation_report.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_subject_relative_task_formulation_report.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST066,run_idare_subject_variability_intervention_failure_analysis_report.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_subject_variability_intervention_failure_analysis_report.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST067,run_idare_subject_variability_supcon_dg_design_spec.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_subject_variability_supcon_dg_design_spec.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST068,run_idare_subject_variability_supcon_dg_smoke_tests.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_subject_variability_supcon_dg_smoke_tests.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST069,run_idare_supcon_dg_failure_analysis_report.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_supcon_dg_failure_analysis_report.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST070,run_idare_supcon_dg_pair_sampler_failure_analysis_report.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/analysis/run_idare_supcon_dg_pair_sampler_failure_analysis_report.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
HIST071,run_idare_targeted_supcon_dg_pair_sampler_ablation.sh,scripts/idare/archive_or_reconstructed/from_downloads_bundle/runs/run_idare_targeted_supcon_dg_pair_sampler_ablation.sh,user_uploaded_downloads_archive_original_if_sha_matches_archive,preserve_raw_script_no_rewrite,yes
