repetition,role,axis,entity_id,fold_index_0based,fold_index_1based,seed,manifest_sha256,partition_uses_labels
0,primary,subject,25,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,26,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,27,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,28,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,29,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,3,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,30,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,31,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,32,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,33,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,34,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,35,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,36,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,37,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,38,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,39,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,40,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,41,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,42,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,43,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,44,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,45,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,46,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,47,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,48,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,49,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,5,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,50,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,52,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,53,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,54,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,55,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,56,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,57,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,58,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,59,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,6,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,60,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,61,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,62,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,63,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,64,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,65,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,7,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,8,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,9,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
