repetition,role,axis,entity_id,fold_index_0based,fold_index_1based,seed,manifest_sha256,partition_uses_labels
0,primary,subject,25,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,26,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,27,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,28,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,29,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,3,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,30,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,31,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,32,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,33,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,34,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,35,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,36,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,37,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,38,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,39,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,40,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,41,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,42,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,43,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,44,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,45,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,46,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,47,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,48,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,49,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,5,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,50,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,52,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,53,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,54,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,55,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,56,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,57,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,58,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,59,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,6,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,60,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,61,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,62,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,63,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,64,3,4,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,65,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,7,1,2,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,8,2,3,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,subject,9,0,1,2599598032,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,1441,3,4,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,1750,1,2,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,2314,2,3,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,2491,0,1,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,3053,3,4,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,3063,1,2,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,3080,3,4,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,3170,2,3,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,4220,3,4,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,5760,1,2,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,8080,2,3,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,8370,3,4,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,8492,1,2,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,9220,3,4,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,9331,0,1,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,9360,0,1,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,Angry_face_1,3,4,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,Beach_1,2,3,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,Depressed_pose_4,0,1,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,Dog_18,2,3,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,Dog_26,1,2,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,Dog_6,2,3,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,Dummy_1,2,3,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,Flowers_6,0,1,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,Garbage_dump_6,0,1,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,Lake_12,0,1,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,Lake_3,0,1,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,Miserable_pose_3,1,2,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,Pinecone_1,2,3,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,Snow_1,3,4,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,Tumor_1,1,2,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
0,primary,stimulus,Yarn_1,1,2,53458622,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,1,2,3,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,10,0,1,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,11,0,1,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,12,2,3,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,13,0,1,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,14,1,2,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,15,0,1,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,16,3,4,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,17,1,2,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,18,3,4,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,19,1,2,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,2,1,2,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,20,2,3,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,21,0,1,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,22,2,3,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,23,2,3,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,24,3,4,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,25,0,1,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,26,0,1,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,27,0,1,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,28,2,3,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,29,3,4,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,3,3,4,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,30,3,4,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,31,1,2,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,32,3,4,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,33,3,4,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,34,1,2,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,35,1,2,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,36,1,2,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,37,1,2,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,38,1,2,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,39,3,4,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,40,0,1,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,41,2,3,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,42,1,2,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,43,2,3,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,44,0,1,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,45,3,4,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,46,0,1,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,47,2,3,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,48,3,4,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,49,2,3,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,5,3,4,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,50,1,2,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,52,1,2,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,53,3,4,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,54,3,4,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,55,0,1,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,56,2,3,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,57,0,1,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,58,1,2,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,59,2,3,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,6,1,2,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,60,2,3,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,61,3,4,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,62,0,1,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,63,2,3,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,64,2,3,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,65,0,1,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,7,0,1,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,8,2,3,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,subject,9,1,2,130798478,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,1441,2,3,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,1750,1,2,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,2314,0,1,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,2491,2,3,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,3053,3,4,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,3063,3,4,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,3080,1,2,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,3170,0,1,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,4220,3,4,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,5760,0,1,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,8080,3,4,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,8370,3,4,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,8492,1,2,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,9220,0,1,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,9331,0,1,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,9360,0,1,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,Angry_face_1,1,2,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,Beach_1,3,4,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,Depressed_pose_4,2,3,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,Dog_18,2,3,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,Dog_26,3,4,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,Dog_6,0,1,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,Dummy_1,2,3,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,Flowers_6,1,2,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,Garbage_dump_6,1,2,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,Lake_12,2,3,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,Lake_3,3,4,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,Miserable_pose_3,2,3,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,Pinecone_1,1,2,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,Snow_1,2,3,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,Tumor_1,0,1,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
1,sensitivity,stimulus,Yarn_1,1,2,342726285,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
2,sensitivity,subject,1,2,3,4274604103,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
2,sensitivity,subject,10,3,4,4274604103,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
2,sensitivity,subject,11,1,2,4274604103,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
2,sensitivity,subject,12,2,3,4274604103,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
2,sensitivity,subject,13,2,3,4274604103,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
2,sensitivity,subject,14,2,3,4274604103,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
2,sensitivity,subject,15,1,2,4274604103,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
2,sensitivity,subject,16,1,2,4274604103,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
2,sensitivity,subject,17,0,1,4274604103,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
2,sensitivity,subject,18,2,3,4274604103,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
2,sensitivity,subject,19,1,2,4274604103,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
2,sensitivity,subject,2,0,1,4274604103,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
2,sensitivity,subject,20,2,3,4274604103,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
2,sensitivity,subject,21,3,4,4274604103,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
2,sensitivity,subject,22,2,3,4274604103,72cbefb8a437959abd7a4892070ac468a27dff4c04e05ef8b56344ecbebb3a4b,False
