target,subject_id,residual_n,residual_mean,residual_std,residual_median,residual_q25,residual_q75,residual_iqr,residual_mad,residual_scaled_mad,residual_mean_abs,residual_median_abs,residual_q90_abs,residual_q95_abs,residual_skew,residual_kurtosis_excess,residual_outlier_rate_3mad,residual_positive_rate,residual_negative_rate
arousal,18,32,0.639616935483871,2.1200614760696554,0.41129032258064524,-1.278225806451613,2.274193548387097,3.55241935483871,1.7983870967741937,2.6662887096774193,1.862399193548387,1.8306451612903225,3.562903225806452,3.9483870967741934,0.13421343753291984,-1.2188952676307616,0.0,0.5625,0.4375
arousal,19,32,1.147681451612903,1.4699453361764527,1.0806451612903225,-0.040322580645161255,2.4516129032258065,2.491935483870968,1.217741935483871,1.805424193548387,1.4783266129032255,1.217741935483871,3.1322580645161295,3.6564516129032256,0.1441065620411815,-0.9003883565055393,0.0,0.71875,0.28125
arousal,20,32,1.020665322580645,1.2400897101370107,0.7983870967741935,0.10080645161290314,1.9556451612903223,1.854838709677419,0.9435483870967742,1.3989048387096774,1.2222782258064515,0.8870967741935485,2.5822580645161293,2.8024193548387095,0.6196651915421132,0.007959736080909607,0.0,0.78125,0.21875
arousal,21,32,0.03629032258064516,1.631799589761145,-0.03225806451612878,-0.721774193548387,1.4475806451612905,2.1693548387096775,1.1693548387096775,1.7336854838709677,1.277217741935484,1.1774193548387097,2.4129032258064522,2.830645161290322,-0.5178237713053413,-0.01233570130502315,0.0,0.5,0.5
arousal,22,32,-0.5035282258064516,2.143575596227557,-1.161290322580645,-1.8951612903225807,1.254032258064516,3.149193548387097,1.532258064516129,2.2717258064516126,1.9672379032258065,1.8467741935483872,3.1064516129032267,3.9362903225806454,0.08498039017345763,-0.9881998649915449,0.0,0.40625,0.59375
arousal,23,32,0.8618951612903224,1.1590966729438268,1.0241935483870965,0.17338709677419373,1.6814516129032255,1.5080645161290318,0.7983870967741937,1.1836887096774196,1.2278225806451613,1.129032258064516,2.3870967741935494,2.5258064516129033,-0.3728526290618299,-0.24161311655129092,0.0,0.78125,0.21875
arousal,24,32,-0.027217741935483875,1.4823221092336485,-0.24193548387096775,-1.439516129032258,1.4233870967741933,2.862903225806451,1.3709677419354838,2.0325967741935482,1.310483870967742,1.435483870967742,2.209677419354839,2.240322580645161,0.15371643129607468,-1.3620417820310413,0.0,0.40625,0.59375
arousal,25,32,-0.05897177419354839,2.18923247648393,-0.717741935483871,-1.463709677419355,1.1693548387096775,2.6330645161290325,1.1774193548387097,1.745641935483871,1.7767137096774193,1.4435483870967742,3.072580645161291,4.050806451612902,0.9142817002764951,0.3659711398087011,0.0625,0.4375,0.5625
arousal,26,32,-1.202116935483871,1.7189293581328962,-1.5241935483870968,-2.3629032258064515,-0.37903225806451624,1.9838709677419353,0.9516129032258063,1.4108612903225803,1.861391129032258,1.8870967741935485,2.9306451612903226,3.1201612903225806,0.6571417576399121,-0.09586501431990868,0.03125,0.21875,0.78125
arousal,27,32,0.766633064516129,1.3302540014938895,0.7903225806451615,0.05241935483870952,1.600806451612903,1.5483870967741935,0.8145161290322578,1.2076016129032254,1.2263104838709675,0.9677419354838706,2.7387096774193553,2.9290322580645163,-0.37619445123123174,0.7075217534798091,0.03125,0.75,0.25
arousal,28,32,-1.1703629032258065,1.2832399966930983,-1.1774193548387097,-2.2137096774193545,-0.25806451612903203,1.9556451612903225,1.040322580645161,1.5423822580645157,1.3870967741935485,1.2258064516129032,2.4741935483870967,2.7669354838709674,-0.32814482479574847,0.07002366467125887,0.0,0.1875,0.8125
arousal,29,32,-0.5035282258064517,1.3387930792556502,-0.411290322580645,-1.338709677419355,0.0564516129032262,1.3951612903225812,0.5887096774193552,0.872820967741936,1.0892137096774195,0.8951612903225807,2.3741935483870966,2.5387096774193547,0.39139508043957116,0.25275290562521047,0.125,0.28125,0.71875
arousal,30,32,0.03629032258064514,0.9561639397658944,-0.19354838709677424,-0.596774193548387,0.5725806451612903,1.1693548387096773,0.6209677419354838,0.9206467741935481,0.7550403225806451,0.596774193548387,1.6112903225806452,1.7233870967741933,0.5088071889859822,-0.08794071938918435,0.0,0.4375,0.5625
arousal,31,32,0.8301411290322582,2.1966185537351026,0.9516129032258065,-1.1491935483870968,2.532258064516129,3.681451612903226,1.8951612903225807,2.809766129032258,2.011592741935484,1.8951612903225807,3.4903225806451617,4.240322580645161,-0.07762655837843546,-1.0101065852866657,0.0,0.625,0.375
arousal,32,32,0.13155241935483866,1.2823728733282098,0.14516129032258074,-0.4556451612903224,0.9919354838709674,1.4475806451612898,0.887096774193548,1.3152096774193542,1.0398185483870965,0.9032258064516128,2.141935483870968,2.2169354838709676,-0.2521310050739583,-0.6985348578684141,0.0,0.625,0.375
arousal,33,32,-0.7258064516129032,1.5470529366384678,-1.1370967741935485,-1.8870967741935485,0.5846774193548386,2.471774193548387,1.1693548387096773,1.7336854838709674,1.466733870967742,1.4919354838709677,2.7919354838709687,2.982258064516129,0.061263742617075456,-1.0876562003263186,0.0,0.375,0.625
arousal,34,32,-0.4717741935483871,1.287200102975002,-0.8709677419354838,-1.439516129032258,0.1854838709677421,1.625,0.7419354838709677,1.0999935483870966,1.1975806451612905,1.3145161290322582,2.0548387096774197,2.233064516129032,0.7005505829156127,-0.5255540631120446,0.03125,0.34375,0.65625
arousal,35,32,0.29032258064516125,1.5253824941246354,0.08870967741935498,-0.6008064516129032,1.439516129032258,2.040322580645161,0.8870967741935485,1.315209677419355,1.1804435483870968,0.8467741935483872,2.241935483870968,2.7516129032258063,0.5223021374705837,0.5073506942342876,0.03125,0.53125,0.46875
arousal,36,32,0.576108870967742,1.5074025758264082,0.9274193548387095,-0.721774193548387,1.8266129032258063,2.548387096774193,1.2177419354838714,1.8054241935483877,1.3986895161290323,1.443548387096774,2.3693548387096777,2.7927419354838703,-0.04642565220705433,-1.2226188533757578,0.0,0.59375,0.40625
arousal,37,32,0.4490927419354839,1.513886625498777,0.12903225806451624,-0.8548387096774195,1.564516129032258,2.4193548387096775,1.241935483870968,1.841293548387097,1.2988911290322582,1.217741935483871,2.546774193548388,2.7798387096774193,0.4458521058271579,-0.6706126890683795,0.0,0.53125,0.46875
arousal,38,32,0.19506048387096772,1.3855566244123854,0.008064516129032473,-0.6895161290322583,1.1048387096774193,1.7943548387096775,1.0080645161290323,1.494556451612903,1.1134072580645162,1.0080645161290325,2.3709677419354844,2.7798387096774193,0.42281257112536097,-0.5129891886310376,0.0,0.5,0.5
arousal,39,32,-0.47177419354838707,1.9867742000953235,-0.3870967741935485,-1.8266129032258065,1.4758064516129032,3.30241935483871,1.5,2.2239,1.719758064516129,1.717741935483871,2.9935483870967743,3.3758064516129034,-0.010752328522054044,-0.8774686342798317,0.0,0.34375,0.65625
arousal,40,32,1.0841733870967742,2.710396573079377,1.411290322580645,-1.0,2.9274193548387095,3.9274193548387095,2.241935483870968,3.323893548387097,2.4994959677419355,2.298387096774194,4.90967741935484,5.159677419354838,-0.14502804943828185,-0.9481305965225908,0.0,0.625,0.375
arousal,41,32,-1.9642137096774193,1.4959771670373037,-1.7419354838709677,-3.040322580645161,-0.7540322580645162,2.286290322580645,1.185483870967742,1.7575983870967742,2.0055443548387095,1.7419354838709677,4.10483870967742,4.517741935483871,-0.38101993746326823,-0.8425650397356983,0.0,0.03125,0.96875
arousal,42,32,2.0685483870967745,1.660115463055621,2.0483870967741935,0.9798387096774193,2.943548387096774,1.9637096774193548,1.0483870967741935,1.5543387096774193,2.253024193548387,2.0483870967741935,4.2451612903225815,4.592741935483871,0.03590567805493222,-0.20439321553169298,0.0,0.90625,0.09375
arousal,43,32,-0.12247983870967742,1.802734417937777,0.314516129032258,-1.693548387096774,1.1975806451612903,2.891129032258064,1.6129032258064517,2.391290322580645,1.5972782258064515,1.4274193548387095,2.7161290322580647,2.911290322580645,-0.17018824896280918,-1.2240871522020904,0.0,0.5625,0.4375
arousal,44,32,-0.5035282258064517,2.4099202277826843,-1.1048387096774195,-2.141129032258065,0.7096774193548386,2.8508064516129035,1.2661290322580645,1.8771629032258064,1.9823588709677418,1.685483870967742,3.6887096774193555,4.712903225806451,1.0421335128427427,0.9288935271990217,0.0625,0.3125,0.6875
arousal,45,32,0.38558467741935476,1.4722953086219464,0.12903225806451601,-0.47580645161290325,1.2056451612903225,1.6814516129032258,0.8306451612903225,1.2315145161290322,1.142641129032258,0.814516129032258,2.370967741935484,2.7024193548387094,0.43269283762510047,0.8208570087525602,0.03125,0.5625,0.4375
arousal,46,32,0.09979838709677419,1.9285807571028841,0.07258064516129048,-0.8548387096774195,1.2298387096774195,2.084677419354839,1.0080645161290323,1.494556451612903,1.4858870967741935,0.991935483870968,3.612903225806452,3.6524193548387096,-0.23418292642720118,-0.18383568598121292,0.0,0.53125,0.46875
arousal,47,32,0.6713709677419355,2.3476946080537613,0.9596774193548385,-1.258064516129032,2.181451612903226,3.439516129032258,1.4838709677419357,2.1999870967741937,2.015120967741935,1.782258064516129,4.385483870967745,4.683064516129032,0.028755667641628013,-0.6885325311375752,0.0,0.625,0.375
arousal,48,32,0.09979838709677409,1.300879429561996,0.040322580645161255,-0.6693548387096777,0.8548387096774195,1.5241935483870972,0.8306451612903227,1.2315145161290324,1.0493951612903225,0.838709677419355,2.167741935483871,2.481451612903226,0.23168618308109104,-0.21585232561957124,0.0,0.5,0.5
arousal,49,32,-1.6784274193548387,1.692520509403907,-1.870967741935484,-3.262096774193548,-0.725806451612903,2.536290322580645,1.3951612903225805,2.0684661290322577,2.065524193548387,1.9435483870967742,3.7048387096774196,3.930645161290322,0.6023502780711316,-0.1109453665610518,0.0,0.125,0.875
arousal,50,32,-0.027217741935483958,1.3910614610751582,0.1370967741935485,-1.3225806451612905,1.0040322580645158,2.326612903225806,1.3064516129032255,1.9369451612903221,1.2056451612903225,1.2822580645161292,2.1225806451612907,2.311290322580645,0.1475885469124913,-1.0548160555283177,0.0,0.53125,0.46875
arousal,52,32,0.5126008064516129,1.9522573515044046,0.7983870967741935,-0.879032258064516,1.657258064516129,2.536290322580645,1.1370967741935485,1.6858596774193548,1.702116935483871,1.435483870967742,3.1596774193548387,3.7766129032258062,-0.36646669350400946,-0.37081923607350076,0.0,0.625,0.375
arousal,53,32,-0.34475806451612906,1.0633145558549586,-0.19354838709677424,-1.245967741935484,0.41129032258064524,1.6572580645161292,0.8225806451612903,1.2195580645161288,0.8991935483870968,0.758064516129032,1.801612903225807,2.1274193548387097,-0.09257987711641162,-0.8339768480531666,0.0,0.4375,0.5625
arousal,54,32,0.13155241935483875,1.6942831997212953,-0.10483870967741926,-1.439516129032258,1.3669354838709677,2.806451612903226,1.338709677419355,1.9847709677419356,1.4773185483870968,1.4435483870967742,2.5822580645161293,2.8137096774193546,0.30970252439848506,-1.227712897765276,0.0,0.46875,0.53125
arousal,55,32,-2.25,0.9986088789050975,-2.1774193548387095,-2.8870967741935485,-1.6088709677419355,1.278225806451613,0.685483870967742,1.0162983870967741,2.25,2.1774193548387095,3.359677419354839,3.57258064516129,-0.2379973028533845,0.288535807002849,0.0,0.0,1.0
arousal,56,32,0.5443548387096774,1.3444179697621401,0.44354838709677447,-0.3870967741935485,1.7096774193548385,2.096774193548387,1.0887096774193543,1.6141209677419346,1.2288306451612905,1.2903225806451615,2.2032258064516133,2.4161290322580644,-0.07376638335986625,-1.3262393201625402,0.0,0.53125,0.46875
arousal,57,32,0.09979838709677427,2.1643328274237774,-0.3467741935483868,-1.4838709677419355,1.4758064516129032,2.959677419354839,1.5887096774193545,2.355420967741935,1.836693548387097,1.5161290322580645,3.1274193548387097,4.306451612903226,0.49374544282209243,-0.651813910177311,0.0,0.46875,0.53125
arousal,58,32,-1.1068548387096775,1.133263600349544,-1.2419354838709677,-1.8467741935483872,-0.2983870967741933,1.548387096774194,0.7096774193548387,1.0521677419354838,1.3074596774193548,1.2419354838709677,2.6870967741935483,2.8693548387096772,0.018960189423250118,-0.4872461424012213,0.0,0.15625,0.84375
arousal,59,32,1.2429435483870965,1.6408958852975946,0.8629032258064515,-0.2177419354838711,2.266129032258064,2.483870967741935,1.2580645161290323,1.8652064516129032,1.5524193548387097,0.9274193548387097,3.8419354838709685,4.155645161290322,0.5392593501965954,-0.8068624117498704,0.0,0.6875,0.3125
arousal,60,32,1.2429435483870968,2.0713483906629713,1.774193548387097,-0.7459677419354838,2.754032258064516,3.5,1.4274193548387095,2.1162919354838707,2.089717741935484,1.9838709677419355,3.233870967741936,4.520967741935483,-0.022573323244679644,-1.0391039785557283,0.0,0.65625,0.34375
arousal,61,32,-0.8845766129032258,1.641778371653087,-1.2822580645161292,-1.9435483870967742,0.19354838709677413,2.1370967741935485,1.0725806451612907,1.5902080645161296,1.611391129032258,1.532258064516129,2.617741935483871,3.319354838709677,0.34632030700423916,-0.6545921832264745,0.0,0.28125,0.71875
arousal,62,32,-0.3765120967741936,2.058781133828381,-1.0322580645161292,-1.9233870967741935,1.0846774193548385,3.008064516129032,1.475806451612903,2.18803064516129,1.742439516129032,1.4354838709677415,2.8322580645161293,3.111290322580645,1.2313460323191752,2.093283582188252,0.03125,0.375,0.625
arousal,63,32,-0.28125,2.1644511428246234,-0.903225806451613,-1.8508064516129035,1.0725806451612903,2.923387096774194,1.314516129032258,1.9489016129032257,1.8578629032258065,1.717741935483871,2.9645161290322584,3.446774193548387,0.8458100613614847,0.063211836836222,0.03125,0.34375,0.65625
arousal,64,32,0.13155241935483863,1.5037030977647274,0.09677419354838723,-1.1048387096774193,1.439516129032258,2.544354838709677,1.2983870967741937,1.9249887096774194,1.2545362903225805,1.217741935483871,1.8354838709677421,2.64274193548387,-0.2739192184785322,0.158337080576179,0.0,0.53125,0.46875
arousal,65,32,-1.0433467741935485,1.7398221083540357,-1.4435483870967742,-2.4193548387096775,0.8991935483870969,3.3185483870967745,1.129032258064516,1.6739032258064515,1.908266129032258,1.8790322580645162,2.838709677419355,3.0879032258064516,0.6213779200745719,-1.0242148170737546,0.0,0.28125,0.71875
valence,1,32,-0.4495967741935484,1.1175376128242858,-0.6048387096774195,-1.0846774193548385,0.3709677419354838,1.4556451612903223,0.8225806451612903,1.2195580645161288,0.994959677419355,0.7822580645161289,1.7516129032258063,2.208064516129032,-0.18627720921389873,-0.26157505384726853,0.0,0.40625,0.59375
valence,2,32,-0.3860887096774194,1.499820800408392,-0.685483870967742,-1.1854838709677422,0.2499999999999999,1.435483870967742,0.629032258064516,0.9326032258064514,1.2086693548387097,0.9919354838709677,1.8693548387096774,2.883064516129031,0.16973697722368358,1.8719991497866273,0.09375,0.28125,0.71875
valence,3,32,-0.1955645161290323,1.1803897435466537,-0.370967741935484,-1.2298387096774195,1.032258064516129,2.2620967741935485,1.008064516129032,1.4945564516129028,1.0554435483870968,1.1935483870967745,1.859677419354839,1.907258064516129,0.05381115129290179,-1.2605659714861188,0.0,0.4375,0.5625
valence,5,32,0.1854838709677419,1.4829722032698982,0.3306451612903226,-0.7500000000000002,1.3145161290322578,2.064516129032258,1.0725806451612905,1.5902080645161292,1.2268145161290325,1.2258064516129035,2.320967741935485,2.887096774193548,-0.061780584359945434,-0.20774134793196541,0.0,0.53125,0.46875
valence,6,32,-0.10030241935483879,1.1527374217875292,-0.6612903225806451,-0.8548387096774192,0.842741935483871,1.69758064516129,0.5887096774193551,0.8728209677419358,1.045866935483871,0.854838709677419,1.6258064516129032,2.012903225806451,0.3625008747431997,-0.8239073855215504,0.03125,0.40625,0.59375
valence,7,32,-0.16381048387096778,0.7539040491205143,-0.17741935483870996,-0.645161290322581,0.3266129032258064,0.9717741935483873,0.4838709677419355,0.7173870967741935,0.6224798387096775,0.45967741935483875,1.1693548387096775,1.4427419354838709,-0.43798454801785675,0.23765865992633106,0.0,0.4375,0.5625
valence,8,32,0.3442540322580645,0.9651393883815917,0.3548387096774195,-0.306451612903226,1.0120967741935485,1.3185483870967745,0.685483870967742,1.0162983870967741,0.830141129032258,0.6532258064516131,1.5758064516129036,1.7483870967741932,0.11791138812277988,0.11791057485225043,0.0,0.6875,0.3125
valence,9,32,0.503024193548387,1.061751339195067,0.274193548387097,-0.306451612903226,1.4072580645161288,1.7137096774193548,0.774193548387097,1.14781935483871,0.9334677419354838,0.6774193548387099,2.161290322580646,2.2733870967741936,0.170006869031408,-0.8564893782145617,0.0,0.65625,0.34375
valence,10,32,-0.036794354838709756,0.9997417263296526,0.06451612903225801,-0.6572580645161292,0.471774193548387,1.1290322580645162,0.6209677419354838,0.9206467741935481,0.7928427419354838,0.6209677419354838,1.7290322580645165,1.8459677419354839,-0.20613393862101992,0.23306161496961453,0.03125,0.5,0.5
valence,11,32,-0.10030241935483872,1.4456403474452697,-0.4838709677419355,-1.0846774193548385,0.9395161290322582,2.024193548387097,1.0725806451612905,1.5902080645161292,1.206149193548387,1.1209677419354838,1.9435483870967745,2.712903225806451,0.6303682052166734,-0.02311814172991733,0.0,0.40625,0.59375
valence,12,32,0.24899193548387094,1.156639274123462,0.2983870967741936,-0.467741935483871,1.1854838709677418,1.6532258064516128,0.8629032258064516,1.279340322580645,0.9526209677419355,0.7338709677419355,2.0774193548387103,2.3758064516129034,-0.22094143669620675,-0.08175549500463353,0.0,0.59375,0.40625
valence,13,32,-0.481350806451613,0.933579727266912,-0.6451612903225807,-1.181451612903226,0.1975806451612903,1.3790322580645162,0.6854838709677418,1.016298387096774,0.8724798387096774,0.709677419354839,1.653225806451613,1.9177419354838705,0.6411024331610579,0.4464211396757527,0.0,0.3125,0.6875
valence,14,32,-0.32258064516129026,0.8364190183117242,-0.475806451612903,-0.7782258064516128,0.2983870967741937,1.0766129032258065,0.6048387096774193,0.8967338709677417,0.752016129032258,0.6612903225806454,1.4064516129032258,1.5895161290322575,-0.009505477100169968,-0.441927228103721,0.0,0.34375,0.65625
valence,15,32,-0.16381048387096778,1.1002827935536357,0.12096774193548376,-0.7782258064516132,0.45161290322580616,1.2298387096774195,0.4758064516129037,0.705430645161291,0.856350806451613,0.5967741935483875,1.7580645161290325,1.9879032258064515,-0.47994859517967425,-0.38731324446075854,0.0625,0.53125,0.46875
valence,16,32,-0.3860887096774194,0.9396886306748992,-0.370967741935484,-0.7500000000000002,0.2903225806451614,1.0403225806451617,0.5241935483870966,0.7771693548387094,0.7721774193548387,0.588709677419355,1.8209677419354842,2.200806451612903,-0.04621820365119789,0.7454938248229719,0.03125,0.34375,0.65625
valence,17,32,0.24899193548387097,1.1698479042515253,0.17741935483870963,-0.592741935483871,1.2540322580645162,1.8467741935483872,0.935483870967742,1.3869483870967743,1.0090725806451613,0.9112903225806451,1.8532258064516127,2.0233870967741936,0.008457099353835679,-0.9128728376209616,0.0,0.53125,0.46875
valence,18,32,0.439516129032258,1.7488893829746277,0.6774193548387097,-0.5846774193548387,1.854838709677419,2.439516129032258,1.2096774193548387,1.7934677419354839,1.4475806451612905,1.217741935483871,3.1370967741935503,3.3435483870967744,-1.0086233033194354,0.8821807965206685,0.0,0.625,0.375
valence,19,32,0.18548387096774188,1.3051566660738005,0.25,-0.8306451612903225,0.7620967741935482,1.5927419354838706,0.9112903225806452,1.3510790322580646,1.028225806451613,0.8225806451612901,1.7483870967741935,3.1395161290322577,0.8660317548763407,0.3794317296448879,0.0,0.53125,0.46875
valence,20,32,-0.4495967741935484,0.9188484563256268,-0.22580645161290347,-0.7943548387096775,0.2379032258064515,1.032258064516129,0.5322580645161289,0.7891258064516127,0.7580645161290323,0.5725806451612905,1.7483870967741935,2.318548387096774,-0.8259124222081843,-0.227255830598053,0.03125,0.40625,0.59375
valence,21,32,-0.16381048387096775,1.0394869532102124,-0.370967741935484,-0.7862903225806451,0.5483870967741933,1.3346774193548385,0.6370967741935483,0.9445596774193546,0.8966733870967741,0.7983870967741935,1.6564516129032258,1.7556451612903223,0.20248380423074486,-0.7677591128114751,0.0,0.40625,0.59375
valence,22,32,-0.2908266129032258,1.1568399012334067,-0.4193548387096775,-1.217741935483871,0.431451612903226,1.649193548387097,0.8306451612903227,1.2315145161290324,1.0065524193548387,0.854838709677419,1.758064516129032,1.9806451612903224,0.42203012169693555,-0.5654689647644906,0.0,0.34375,0.65625
valence,23,32,0.21723790322580647,1.0231610268410265,0.25,-0.657258064516129,0.741935483870968,1.399193548387097,0.9193548387096774,1.3630354838709675,0.8432459677419354,0.6693548387096774,1.6000000000000005,1.9798387096774193,0.40690574905500526,-0.6718595982125537,0.0,0.5625,0.4375
valence,24,32,-0.544858870967742,1.0480127617606025,-0.564516129032258,-1.088709677419355,-0.08064516129032251,1.0080645161290325,0.5645161290322582,0.836951612903226,0.9450604838709677,0.7177419354838711,2.1645161290322594,2.432258064516129,0.37723382202536565,0.7541029964637609,0.03125,0.25,0.75
valence,25,32,-0.06854838709677422,1.5408977561477415,0.0,-0.9798387096774194,1.2661290322580645,2.245967741935484,1.2741935483870965,1.8891193548387093,1.2711693548387097,1.2741935483870965,2.3741935483870975,3.0056451612903223,-0.499510471872438,-0.31790017309714447,0.0,0.5,0.5
valence,26,32,-0.35433467741935487,1.502704617996618,-0.564516129032258,-1.1774193548387095,0.8266129032258063,2.004032258064516,1.1774193548387095,1.7456419354838706,1.295866935483871,0.854838709677419,2.3935483870967746,2.75,-0.010983604034364769,-0.6203261761826302,0.0,0.375,0.625
valence,27,32,0.24899193548387094,1.2826189990847694,0.3548387096774195,-0.4758064516129029,1.032258064516129,1.508064516129032,0.7983870967741935,1.1836887096774191,1.0403225806451613,0.7983870967741933,2.295161290322581,2.4217741935483867,-0.6245845652224107,0.40182018275102616,0.03125,0.6875,0.3125
valence,28,32,-0.0685483870967743,1.2733766266500446,-0.403225806451613,-0.741935483870968,1.0120967741935485,1.7540322580645165,0.7258064516129035,1.0760806451612905,1.0181451612903225,0.8387096774193545,1.569354838709678,2.452419354838709,-0.08360767412891322,1.1134167257859726,0.0625,0.375,0.625
valence,29,32,0.47127016129032256,0.8583382261787255,0.3548387096774195,-0.16532258064516125,0.842741935483871,1.0080645161290323,0.508064516129032,0.7532564516129029,0.7414314516129032,0.564516129032258,1.7419354838709682,2.1596774193548383,0.6658180191761236,-0.11808994337911471,0.0,0.71875,0.28125
valence,30,32,-0.005040322580645205,0.980497567382806,-0.16129032258064502,-0.6814516129032259,0.8266129032258063,1.508064516129032,0.6290322580645159,0.9326032258064513,0.8356854838709677,0.7338709677419355,1.6274193548387097,1.675806451612903,0.10264534446127474,-0.9545689672770332,0.0,0.46875,0.53125
valence,31,32,0.6300403225806451,1.5157854873086032,0.854838709677419,-0.7056451612903227,1.854838709677419,2.560483870967742,1.483870967741936,2.199987096774194,1.438508064516129,1.3387096774193548,2.6145161290322583,2.739516129032258,-0.05178959509894687,-1.285958312494019,0.0,0.59375,0.40625
