index_path,npy_path,rows_match,rows,npy_shape,subject_col,stimulus_col,unique_subjects_sample,unique_stimuli_sample,duplicate_subject_stimulus_pairs_sample,time_policy_cols
.cache/idare_eeg_cache_index_baseline_corrected_smoke.csv,.cache/idare_eeg_bsl_stats_smoke.npy,True,64,"[64, 229]",subject_id,stimulus_id,2,32,0,"stimulus_id, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_eeg_cache_index_baseline_corrected_smoke.csv,.cache/idare_emg_bsl_stats_smoke.npy,True,64,"[64, 22]",subject_id,stimulus_id,2,32,0,"stimulus_id, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_emg_feature_cache_index_smoke.csv,.cache/idare_eeg_windows_32x640_float32.npy,True,2016,"[2016, 32, 640]",subject_id,stimulus_id,63,32,0,"stimulus_id, emg_end_raw, bsl_emg_end_raw, fixed_window_samples, stim_event_duration_samples, bsl_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_emg_feature_cache_index_smoke.csv,.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy,True,2016,"[2016, 32, 640]",subject_id,stimulus_id,63,32,0,"stimulus_id, emg_end_raw, bsl_emg_end_raw, fixed_window_samples, stim_event_duration_samples, bsl_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_emg_feature_cache_index_smoke.csv,.cache/idare_raw_emg_windows_2x10000_float32.npy,True,2016,"[2016, 2, 10000]",subject_id,stimulus_id,63,32,0,"stimulus_id, emg_end_raw, bsl_emg_end_raw, fixed_window_samples, stim_event_duration_samples, bsl_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_emg_feature_cache_index_smoke.csv,.cache/idare_emg_features.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, emg_end_raw, bsl_emg_end_raw, fixed_window_samples, stim_event_duration_samples, bsl_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_emg_feature_cache_index_smoke.csv,.cache/roca_idare_emg_expanded_features.npy,True,2016,"[2016, 812]",subject_id,stimulus_id,63,32,0,"stimulus_id, emg_end_raw, bsl_emg_end_raw, fixed_window_samples, stim_event_duration_samples, bsl_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_emg_feature_cache_index_smoke.csv,.cache/idare_emg_features_smoke.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, emg_end_raw, bsl_emg_end_raw, fixed_window_samples, stim_event_duration_samples, bsl_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_emg_feature_cache_index_smoke.csv,.cache/idare_eeg_bsl_stats.npy,True,2016,"[2016, 229]",subject_id,stimulus_id,63,32,0,"stimulus_id, emg_end_raw, bsl_emg_end_raw, fixed_window_samples, stim_event_duration_samples, bsl_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_emg_feature_cache_index_smoke.csv,.cache/idare_emg_bsl_stats.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, emg_end_raw, bsl_emg_end_raw, fixed_window_samples, stim_event_duration_samples, bsl_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_raw_emg_cache_index_smoke.csv,.cache/idare_eeg_windows_32x640_float32_baseline_corrected_smoke.npy,True,64,"[64, 32, 640]",subject_id,stimulus_id,2,32,0,"stimulus_id, emg_end_raw, fixed_window_samples, stim_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean, diag_window_mean_after_preprocess, diag_window_std_after_preprocess"
.cache/idare_raw_emg_cache_index_smoke.csv,.cache/idare_raw_emg_windows_2x10000_float32_smoke.npy,True,64,"[64, 2, 10000]",subject_id,stimulus_id,2,32,0,"stimulus_id, emg_end_raw, fixed_window_samples, stim_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean, diag_window_mean_after_preprocess, diag_window_std_after_preprocess"
.cache/idare_raw_emg_cache_index_smoke.csv,.cache/idare_eeg_bsl_stats_smoke.npy,True,64,"[64, 229]",subject_id,stimulus_id,2,32,0,"stimulus_id, emg_end_raw, fixed_window_samples, stim_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean, diag_window_mean_after_preprocess, diag_window_std_after_preprocess"
.cache/idare_raw_emg_cache_index_smoke.csv,.cache/idare_emg_bsl_stats_smoke.npy,True,64,"[64, 22]",subject_id,stimulus_id,2,32,0,"stimulus_id, emg_end_raw, fixed_window_samples, stim_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean, diag_window_mean_after_preprocess, diag_window_std_after_preprocess"
.cache/idare_trial_index.csv,.cache/idare_eeg_windows_32x640_float32.npy,True,2016,"[2016, 32, 640]",subject_id,stimulus_id,63,32,0,"stimulus_id, metadata_duration_sec, eeg_end_raw, eeg_duration_samples, eeg_duration_sec, emg_end_raw, emg_duration_samples, emg_duration_sec"
.cache/idare_trial_index.csv,.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy,True,2016,"[2016, 32, 640]",subject_id,stimulus_id,63,32,0,"stimulus_id, metadata_duration_sec, eeg_end_raw, eeg_duration_samples, eeg_duration_sec, emg_end_raw, emg_duration_samples, emg_duration_sec"
.cache/idare_trial_index.csv,.cache/idare_raw_emg_windows_2x10000_float32.npy,True,2016,"[2016, 2, 10000]",subject_id,stimulus_id,63,32,0,"stimulus_id, metadata_duration_sec, eeg_end_raw, eeg_duration_samples, eeg_duration_sec, emg_end_raw, emg_duration_samples, emg_duration_sec"
.cache/idare_trial_index.csv,.cache/idare_emg_features.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, metadata_duration_sec, eeg_end_raw, eeg_duration_samples, eeg_duration_sec, emg_end_raw, emg_duration_samples, emg_duration_sec"
.cache/idare_trial_index.csv,.cache/roca_idare_emg_expanded_features.npy,True,2016,"[2016, 812]",subject_id,stimulus_id,63,32,0,"stimulus_id, metadata_duration_sec, eeg_end_raw, eeg_duration_samples, eeg_duration_sec, emg_end_raw, emg_duration_samples, emg_duration_sec"
.cache/idare_trial_index.csv,.cache/idare_emg_features_smoke.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, metadata_duration_sec, eeg_end_raw, eeg_duration_samples, eeg_duration_sec, emg_end_raw, emg_duration_samples, emg_duration_sec"
.cache/idare_trial_index.csv,.cache/idare_eeg_bsl_stats.npy,True,2016,"[2016, 229]",subject_id,stimulus_id,63,32,0,"stimulus_id, metadata_duration_sec, eeg_end_raw, eeg_duration_samples, eeg_duration_sec, emg_end_raw, emg_duration_samples, emg_duration_sec"
.cache/idare_trial_index.csv,.cache/idare_emg_bsl_stats.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, metadata_duration_sec, eeg_end_raw, eeg_duration_samples, eeg_duration_sec, emg_end_raw, emg_duration_samples, emg_duration_sec"
.cache/idare_eeg_bsl_stats_index_smoke.csv,.cache/idare_eeg_windows_32x640_float32_baseline_corrected_smoke.npy,True,64,"[64, 32, 640]",subject_id,stimulus_id,2,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_eeg_bsl_stats_index_smoke.csv,.cache/idare_raw_emg_windows_2x10000_float32_smoke.npy,True,64,"[64, 2, 10000]",subject_id,stimulus_id,2,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_eeg_bsl_stats_index_smoke.csv,.cache/idare_eeg_bsl_stats_smoke.npy,True,64,"[64, 229]",subject_id,stimulus_id,2,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_eeg_bsl_stats_index_smoke.csv,.cache/idare_emg_bsl_stats_smoke.npy,True,64,"[64, 22]",subject_id,stimulus_id,2,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_emg_bsl_stats_index.csv,.cache/idare_eeg_windows_32x640_float32.npy,True,2016,"[2016, 32, 640]",subject_id,stimulus_id,63,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_emg_bsl_stats_index.csv,.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy,True,2016,"[2016, 32, 640]",subject_id,stimulus_id,63,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_emg_bsl_stats_index.csv,.cache/idare_raw_emg_windows_2x10000_float32.npy,True,2016,"[2016, 2, 10000]",subject_id,stimulus_id,63,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_emg_bsl_stats_index.csv,.cache/idare_emg_features.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_emg_bsl_stats_index.csv,.cache/roca_idare_emg_expanded_features.npy,True,2016,"[2016, 812]",subject_id,stimulus_id,63,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_emg_bsl_stats_index.csv,.cache/idare_emg_features_smoke.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_emg_bsl_stats_index.csv,.cache/idare_eeg_bsl_stats.npy,True,2016,"[2016, 229]",subject_id,stimulus_id,63,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_emg_bsl_stats_index.csv,.cache/idare_emg_bsl_stats.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_eeg_cache_index.csv,.cache/idare_eeg_windows_32x640_float32.npy,True,2016,"[2016, 32, 640]",subject_id,stimulus_id,63,32,0,stimulus_id
.cache/idare_eeg_cache_index.csv,.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy,True,2016,"[2016, 32, 640]",subject_id,stimulus_id,63,32,0,stimulus_id
.cache/idare_eeg_cache_index.csv,.cache/idare_raw_emg_windows_2x10000_float32.npy,True,2016,"[2016, 2, 10000]",subject_id,stimulus_id,63,32,0,stimulus_id
.cache/idare_eeg_cache_index.csv,.cache/idare_emg_features.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,stimulus_id
.cache/idare_eeg_cache_index.csv,.cache/roca_idare_emg_expanded_features.npy,True,2016,"[2016, 812]",subject_id,stimulus_id,63,32,0,stimulus_id
.cache/idare_eeg_cache_index.csv,.cache/idare_emg_features_smoke.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,stimulus_id
.cache/idare_eeg_cache_index.csv,.cache/idare_eeg_bsl_stats.npy,True,2016,"[2016, 229]",subject_id,stimulus_id,63,32,0,stimulus_id
.cache/idare_eeg_cache_index.csv,.cache/idare_emg_bsl_stats.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,stimulus_id
.cache/idare_eeg_bsl_stats_index.csv,.cache/idare_eeg_windows_32x640_float32.npy,True,2016,"[2016, 32, 640]",subject_id,stimulus_id,63,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_eeg_bsl_stats_index.csv,.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy,True,2016,"[2016, 32, 640]",subject_id,stimulus_id,63,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_eeg_bsl_stats_index.csv,.cache/idare_raw_emg_windows_2x10000_float32.npy,True,2016,"[2016, 2, 10000]",subject_id,stimulus_id,63,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_eeg_bsl_stats_index.csv,.cache/idare_emg_features.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_eeg_bsl_stats_index.csv,.cache/roca_idare_emg_expanded_features.npy,True,2016,"[2016, 812]",subject_id,stimulus_id,63,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_eeg_bsl_stats_index.csv,.cache/idare_emg_features_smoke.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_eeg_bsl_stats_index.csv,.cache/idare_eeg_bsl_stats.npy,True,2016,"[2016, 229]",subject_id,stimulus_id,63,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_eeg_bsl_stats_index.csv,.cache/idare_emg_bsl_stats.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_emg_feature_cache_index.csv,.cache/idare_eeg_windows_32x640_float32.npy,True,2016,"[2016, 32, 640]",subject_id,stimulus_id,63,32,0,"stimulus_id, emg_end_raw, bsl_emg_end_raw, fixed_window_samples, stim_event_duration_samples, bsl_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_emg_feature_cache_index.csv,.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy,True,2016,"[2016, 32, 640]",subject_id,stimulus_id,63,32,0,"stimulus_id, emg_end_raw, bsl_emg_end_raw, fixed_window_samples, stim_event_duration_samples, bsl_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_emg_feature_cache_index.csv,.cache/idare_raw_emg_windows_2x10000_float32.npy,True,2016,"[2016, 2, 10000]",subject_id,stimulus_id,63,32,0,"stimulus_id, emg_end_raw, bsl_emg_end_raw, fixed_window_samples, stim_event_duration_samples, bsl_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_emg_feature_cache_index.csv,.cache/idare_emg_features.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, emg_end_raw, bsl_emg_end_raw, fixed_window_samples, stim_event_duration_samples, bsl_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_emg_feature_cache_index.csv,.cache/roca_idare_emg_expanded_features.npy,True,2016,"[2016, 812]",subject_id,stimulus_id,63,32,0,"stimulus_id, emg_end_raw, bsl_emg_end_raw, fixed_window_samples, stim_event_duration_samples, bsl_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_emg_feature_cache_index.csv,.cache/idare_emg_features_smoke.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, emg_end_raw, bsl_emg_end_raw, fixed_window_samples, stim_event_duration_samples, bsl_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_emg_feature_cache_index.csv,.cache/idare_eeg_bsl_stats.npy,True,2016,"[2016, 229]",subject_id,stimulus_id,63,32,0,"stimulus_id, emg_end_raw, bsl_emg_end_raw, fixed_window_samples, stim_event_duration_samples, bsl_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_emg_feature_cache_index.csv,.cache/idare_emg_bsl_stats.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, emg_end_raw, bsl_emg_end_raw, fixed_window_samples, stim_event_duration_samples, bsl_event_duration_samples, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/roca_idare_emg_expanded_feature_index.csv,.cache/idare_eeg_windows_32x640_float32.npy,True,2016,"[2016, 32, 640]",subject_id,stimulus_id,63,32,0,stimulus_id
.cache/roca_idare_emg_expanded_feature_index.csv,.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy,True,2016,"[2016, 32, 640]",subject_id,stimulus_id,63,32,0,stimulus_id
.cache/roca_idare_emg_expanded_feature_index.csv,.cache/idare_raw_emg_windows_2x10000_float32.npy,True,2016,"[2016, 2, 10000]",subject_id,stimulus_id,63,32,0,stimulus_id
.cache/roca_idare_emg_expanded_feature_index.csv,.cache/idare_emg_features.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,stimulus_id
.cache/roca_idare_emg_expanded_feature_index.csv,.cache/roca_idare_emg_expanded_features.npy,True,2016,"[2016, 812]",subject_id,stimulus_id,63,32,0,stimulus_id
.cache/roca_idare_emg_expanded_feature_index.csv,.cache/idare_emg_features_smoke.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,stimulus_id
.cache/roca_idare_emg_expanded_feature_index.csv,.cache/idare_eeg_bsl_stats.npy,True,2016,"[2016, 229]",subject_id,stimulus_id,63,32,0,stimulus_id
.cache/roca_idare_emg_expanded_feature_index.csv,.cache/idare_emg_bsl_stats.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,stimulus_id
.cache/idare_eeg_cache_index_baseline_corrected.csv,.cache/idare_eeg_windows_32x640_float32.npy,True,2016,"[2016, 32, 640]",subject_id,stimulus_id,63,32,0,"stimulus_id, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_eeg_cache_index_baseline_corrected.csv,.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy,True,2016,"[2016, 32, 640]",subject_id,stimulus_id,63,32,0,"stimulus_id, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_eeg_cache_index_baseline_corrected.csv,.cache/idare_raw_emg_windows_2x10000_float32.npy,True,2016,"[2016, 2, 10000]",subject_id,stimulus_id,63,32,0,"stimulus_id, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_eeg_cache_index_baseline_corrected.csv,.cache/idare_emg_features.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_eeg_cache_index_baseline_corrected.csv,.cache/roca_idare_emg_expanded_features.npy,True,2016,"[2016, 812]",subject_id,stimulus_id,63,32,0,"stimulus_id, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_eeg_cache_index_baseline_corrected.csv,.cache/idare_emg_features_smoke.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_eeg_cache_index_baseline_corrected.csv,.cache/idare_eeg_bsl_stats.npy,True,2016,"[2016, 229]",subject_id,stimulus_id,63,32,0,"stimulus_id, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_eeg_cache_index_baseline_corrected.csv,.cache/idare_emg_bsl_stats.npy,True,2016,"[2016, 22]",subject_id,stimulus_id,63,32,0,"stimulus_id, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/deap_emg_feature_cache_index_smoke.csv,.cache/deap_eeg_windows_32x640_float32_smoke.npy,True,960,"[960, 32, 640]",subject_id,trial_id,2,40,880,"window_id, window_index_0based, window_start_sample_128hz, window_end_sample_128hz_exclusive, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/deap_emg_feature_cache_index_smoke.csv,.cache/deap_emg_features_smoke.npy,True,960,"[960, 22]",subject_id,trial_id,2,40,880,"window_id, window_index_0based, window_start_sample_128hz, window_end_sample_128hz_exclusive, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/deap_emg_feature_cache_index.csv,.cache/deap_emg_features.npy,True,15360,"[15360, 22]",subject_id,trial_id,32,40,14080,"window_id, window_index_0based, window_start_sample_128hz, window_end_sample_128hz_exclusive, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/idare_emg_bsl_stats_index_smoke.csv,.cache/idare_eeg_windows_32x640_float32_baseline_corrected_smoke.npy,True,64,"[64, 32, 640]",subject_id,stimulus_id,2,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_emg_bsl_stats_index_smoke.csv,.cache/idare_raw_emg_windows_2x10000_float32_smoke.npy,True,64,"[64, 2, 10000]",subject_id,stimulus_id,2,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_emg_bsl_stats_index_smoke.csv,.cache/idare_eeg_bsl_stats_smoke.npy,True,64,"[64, 229]",subject_id,stimulus_id,2,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/idare_emg_bsl_stats_index_smoke.csv,.cache/idare_emg_bsl_stats_smoke.npy,True,64,"[64, 22]",subject_id,stimulus_id,2,32,0,"stimulus_id, fixed_window_samples, intended_pairing"
.cache/deap_eeg_cache_index_smoke.csv,.cache/deap_eeg_windows_32x640_float32_smoke.npy,True,960,"[960, 32, 640]",subject_id,trial_id,2,40,880,"window_id, window_index_0based, window_start_sample_128hz, window_end_sample_128hz_exclusive, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
.cache/deap_eeg_cache_index_smoke.csv,.cache/deap_emg_features_smoke.npy,True,960,"[960, 22]",subject_id,trial_id,2,40,880,"window_id, window_index_0based, window_start_sample_128hz, window_end_sample_128hz_exclusive, baseline_correction, diag_baseline_mean_global, diag_baseline_mean_abs_mean"
docs/idare_preprocessing_provenance_eeg_downsample_audit.csv,.cache/idare_eeg_windows_32x640_float32.npy,True,2016,"[2016, 32, 640]",,stimulus_id,,32,,stimulus_id
docs/idare_preprocessing_provenance_eeg_downsample_audit.csv,.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy,True,2016,"[2016, 32, 640]",,stimulus_id,,32,,stimulus_id
docs/idare_preprocessing_provenance_eeg_downsample_audit.csv,.cache/idare_raw_emg_windows_2x10000_float32.npy,True,2016,"[2016, 2, 10000]",,stimulus_id,,32,,stimulus_id
docs/idare_preprocessing_provenance_eeg_downsample_audit.csv,.cache/idare_emg_features.npy,True,2016,"[2016, 22]",,stimulus_id,,32,,stimulus_id
docs/idare_preprocessing_provenance_eeg_downsample_audit.csv,.cache/roca_idare_emg_expanded_features.npy,True,2016,"[2016, 812]",,stimulus_id,,32,,stimulus_id
docs/idare_preprocessing_provenance_eeg_downsample_audit.csv,.cache/idare_emg_features_smoke.npy,True,2016,"[2016, 22]",,stimulus_id,,32,,stimulus_id
docs/idare_preprocessing_provenance_eeg_downsample_audit.csv,.cache/idare_eeg_bsl_stats.npy,True,2016,"[2016, 229]",,stimulus_id,,32,,stimulus_id
docs/idare_preprocessing_provenance_eeg_downsample_audit.csv,.cache/idare_emg_bsl_stats.npy,True,2016,"[2016, 22]",,stimulus_id,,32,,stimulus_id
