subject_id,trial_index_0based_in_dat,trial_index_1based_in_dat,metadata_trial,stimulus_id_experiment_id,valence_score,arousal_score,dominance_score,liking_score,verified_order_hypothesis
6,15,16,14,16,5.06,7.45,3.67,7.08,experiment
6,16,17,33,17,6.72,3.63,2.88,6.15,experiment
6,17,18,7,18,7.59,5.81,6.14,6.37,experiment
6,18,19,29,19,7.41,5.6,6.67,6.91,experiment
6,19,20,4,20,5.01,3.05,6.59,3.03,experiment
6,20,21,15,21,6.28,4.59,3.42,6.13,experiment
6,21,22,34,22,7.56,3.19,2.46,7.23,experiment
6,22,23,28,23,3.47,3.54,3.59,4.55,experiment
6,23,24,20,24,3.5,4.01,3.41,4.22,experiment
6,24,25,31,25,7.09,6.42,3.49,6.36,experiment
6,25,26,19,26,5.08,3.37,6.22,2.79,experiment
6,26,27,10,27,5.08,3.47,3.74,3.08,experiment
6,27,28,22,28,6.42,3.62,7.78,6.99,experiment
6,28,29,35,29,4.27,5.45,3.71,6.63,experiment
6,29,30,11,30,6.99,3.79,3.83,7.1,experiment
6,30,31,1,31,3.65,3.49,4.05,6.36,experiment
6,31,32,5,32,6.99,4.5,7.12,8.05,experiment
6,32,33,36,33,6.68,4.37,7.96,3.88,experiment
6,33,34,18,34,3.31,4.45,6.23,2.36,experiment
6,34,35,40,35,3.96,5.71,3.06,3.71,experiment
6,35,36,17,36,5.71,6.21,8.49,7.46,experiment
6,36,37,13,37,4.83,5.74,4.56,2.18,experiment
6,37,38,3,38,4.44,5.58,3.12,5.04,experiment
6,38,39,21,39,6.56,6.5,7.53,7.4,experiment
6,39,40,27,40,4.85,4.64,5.04,5.03,experiment
7,0,1,28,1,8.1,4.01,1.92,7.06,experiment
7,1,2,19,2,7.15,5.96,3.96,6.91,experiment
7,2,3,5,3,7.1,4.12,3.03,6.09,experiment
7,3,4,6,4,7.08,5.03,3.0,2.97,experiment
7,4,5,34,5,7.05,6.99,6.04,8.05,experiment
7,5,6,10,6,6.97,6.04,3.0,7.03,experiment
7,6,7,22,7,7.08,7.06,7.06,7.03,experiment
7,7,8,15,8,7.0,5.99,7.04,7.06,experiment
7,8,9,17,9,6.99,4.0,7.08,7.05,experiment
7,9,10,24,10,7.09,7.04,8.06,7.09,experiment
7,10,11,35,11,7.03,7.09,2.97,8.06,experiment
7,11,12,37,12,6.99,4.05,5.0,7.1,experiment
7,12,13,32,13,8.0,2.96,1.94,7.1,experiment
7,13,14,33,14,7.09,5.03,4.97,7.12,experiment
7,14,15,18,15,7.99,3.01,1.0,7.03,experiment
7,15,16,40,16,3.03,5.04,3.95,7.05,experiment
7,16,17,1,17,7.12,2.05,3.0,8.1,experiment
7,17,18,13,18,7.03,3.06,5.03,7.01,experiment
7,18,19,21,19,6.99,6.04,6.03,7.0,experiment
7,19,20,23,20,8.06,6.06,2.05,7.14,experiment
7,20,21,26,21,3.12,5.99,6.06,6.94,experiment
7,21,22,16,22,3.05,2.03,1.0,6.94,experiment
7,22,23,29,23,3.01,3.04,5.03,6.96,experiment
7,23,24,36,24,1.97,7.03,1.0,7.1,experiment
7,24,25,12,25,2.99,3.03,1.99,7.1,experiment
7,25,26,7,26,2.0,4.04,3.13,7.08,experiment
7,26,27,2,27,6.09,3.04,1.96,7.97,experiment
7,27,28,39,28,2.05,2.0,3.01,6.95,experiment
7,28,29,4,29,7.09,2.94,1.0,7.0,experiment
7,29,30,3,30,3.09,6.08,5.04,2.96,experiment
7,30,31,25,31,6.96,7.03,5.03,7.05,experiment
7,31,32,31,32,4.96,7.09,8.05,7.99,experiment
7,32,33,9,33,4.97,7.08,6.99,7.0,experiment
7,33,34,8,34,4.01,7.13,7.06,2.0,experiment
7,34,35,30,35,5.01,8.05,8.09,6.92,experiment
7,35,36,38,36,8.1,9.0,7.0,7.01,experiment
7,36,37,14,37,5.05,7.04,7.12,7.03,experiment
7,37,38,11,38,5.03,7.1,7.03,5.99,experiment
7,38,39,20,39,7.01,7.01,7.05,7.08,experiment
7,39,40,27,40,7.01,7.03,6.03,7.05,experiment
8,0,1,22,1,7.6,6.78,7.86,7.47,experiment
8,1,2,37,2,5.04,6.51,5.65,6.32,experiment
8,2,3,40,3,8.15,6.96,7.33,7.96,experiment
8,3,4,9,4,6.82,8.23,5.0,8.12,experiment
8,4,5,27,5,4.41,7.72,5.62,6.67,experiment
8,5,6,31,6,7.4,7.26,5.94,7.04,experiment
8,6,7,7,7,5.04,5.04,5.04,4.95,experiment
8,7,8,10,8,8.82,6.4,6.31,8.53,experiment
8,8,9,3,9,8.78,7.24,6.35,8.22,experiment
8,9,10,34,10,4.97,3.6,6.94,3.77,experiment
8,10,11,6,11,8.41,5.0,5.12,7.54,experiment
8,11,12,35,12,8.47,6.54,4.01,8.19,experiment
8,12,13,14,13,7.9,5.09,3.9,8.1,experiment
8,13,14,38,14,6.88,4.97,5.12,7.38,experiment
8,14,15,25,15,8.33,5.04,5.17,7.31,experiment
8,15,16,12,16,4.21,5.06,5.0,6.24,experiment
8,16,17,13,17,6.67,4.77,5.04,6.6,experiment
8,17,18,26,18,7.21,4.03,5.44,6.64,experiment
8,18,19,28,19,5.04,6.28,5.04,5.81,experiment
8,19,20,11,20,6.74,4.21,6.44,7.08,experiment
8,20,21,23,21,4.68,6.41,6.27,7.33,experiment
8,21,22,1,22,4.23,5.79,1.19,7.79,experiment
8,22,23,8,23,3.59,3.68,3.44,6.6,experiment
8,23,24,16,24,4.15,4.56,3.35,7.86,experiment
8,24,25,39,25,3.72,3.9,3.5,7.71,experiment
8,25,26,32,26,4.99,4.99,5.04,7.44,experiment
8,26,27,29,27,4.46,4.59,6.65,6.21,experiment
8,27,28,15,28,5.04,4.96,5.04,8.68,experiment
8,28,29,20,29,2.78,2.99,3.62,7.15,experiment
8,29,30,5,30,1.4,3.13,1.21,7.95,experiment
8,30,31,19,31,1.45,6.6,1.45,3.27,experiment
8,31,32,4,32,6.33,8.23,8.23,8.83,experiment
8,32,33,24,33,4.44,6.44,5.94,5.51,experiment
8,33,34,2,34,5.05,6.83,5.92,6.69,experiment
8,34,35,18,35,3.62,6.67,6.74,5.9,experiment
8,35,36,36,36,1.21,7.94,3.03,9.0,experiment
8,36,37,30,37,5.06,3.31,3.21,4.55,experiment
8,37,38,21,38,4.72,4.69,5.65,5.65,experiment
8,38,39,33,39,5.05,3.46,3.45,2.88,experiment
8,39,40,17,40,3.13,5.03,4.95,3.81,experiment
9,0,1,1,1,5.05,4.04,3.01,4.97,experiment
9,1,2,32,2,7.08,6.14,5.0,7.03,experiment
9,2,3,27,3,7.08,7.14,7.09,7.06,experiment
9,3,4,7,4,5.99,5.97,5.03,6.09,experiment
9,4,5,24,5,4.99,4.96,3.94,5.12,experiment
9,5,6,18,6,7.04,6.19,6.13,7.08,experiment
9,6,7,3,7,5.08,5.01,3.9,5.03,experiment
9,7,8,38,8,6.15,5.0,5.03,5.99,experiment
9,8,9,2,9,5.96,4.05,4.04,5.01,experiment
9,9,10,4,10,3.94,3.96,3.99,3.96,experiment
9,10,11,14,11,7.12,7.1,7.14,7.0,experiment
9,11,12,20,12,7.08,6.99,7.09,6.13,experiment
9,12,13,35,13,8.15,7.04,8.17,8.08,experiment
9,13,14,5,14,7.0,6.13,7.12,7.04,experiment
9,14,15,36,15,6.21,6.01,4.99,6.06,experiment
9,15,16,19,16,4.05,4.0,3.87,6.04,experiment
9,16,17,15,17,6.03,6.04,5.03,6.06,experiment
9,17,18,9,18,4.9,4.97,4.96,5.03,experiment
9,18,19,31,19,3.97,4.03,3.94,4.99,experiment
9,19,20,16,20,5.12,4.97,5.0,5.29,experiment
9,20,21,30,21,4.04,4.01,4.12,4.0,experiment
9,21,22,23,22,3.99,4.0,3.97,4.99,experiment
9,22,23,29,23,5.0,4.97,3.09,5.97,experiment
9,23,24,8,24,4.03,5.01,6.08,4.97,experiment
9,24,25,17,25,5.04,4.04,5.04,5.04,experiment
9,25,26,39,26,4.1,4.1,4.03,5.12,experiment
9,26,27,21,27,5.04,5.05,4.97,5.03,experiment
9,27,28,25,28,2.96,7.08,2.96,6.05,experiment
9,28,29,11,29,3.99,4.15,3.0,4.99,experiment
9,29,30,12,30,4.04,6.06,3.96,6.06,experiment
9,30,31,28,31,6.06,6.06,5.03,6.05,experiment
9,31,32,37,32,3.1,5.97,3.06,4.06,experiment
9,32,33,40,33,3.08,4.06,2.96,4.13,experiment
9,33,34,22,34,5.06,6.1,4.01,6.03,experiment
9,34,35,6,35,3.01,6.03,2.96,5.96,experiment
9,35,36,33,36,3.08,7.05,6.95,7.06,experiment
9,36,37,10,37,2.99,6.09,2.97,6.06,experiment
9,37,38,26,38,2.92,6.09,1.99,6.12,experiment
9,38,39,34,39,3.17,6.1,4.03,6.04,experiment
9,39,40,13,40,5.04,5.01,4.04,4.96,experiment
10,0,1,35,1,7.91,6.15,6.67,7.63,experiment
10,1,2,13,2,3.55,5.76,6.64,5.12,experiment
10,2,3,30,3,5.86,4.45,5.82,6.01,experiment
10,3,4,27,4,7.01,5.91,6.01,6.86,experiment
10,4,5,36,5,7.24,6.23,8.13,7.9,experiment
10,5,6,34,6,7.1,6.0,6.82,6.85,experiment
10,6,7,7,7,8.96,7.58,4.95,7.09,experiment
10,7,8,3,8,5.68,4.05,6.05,6.22,experiment
10,8,9,18,9,7.56,6.21,7.59,7.27,experiment
10,9,10,28,10,5.94,6.0,6.14,6.23,experiment
10,10,11,1,11,8.99,7.14,7.09,9.0,experiment
10,11,12,8,12,5.37,4.37,3.95,6.65,experiment
10,12,13,10,13,6.72,3.64,4.67,6.08,experiment
10,13,14,6,14,8.81,4.91,5.9,7.97,experiment
10,14,15,25,15,5.31,2.88,3.85,5.04,experiment
10,15,16,29,16,3.85,2.83,2.99,4.09,experiment
10,16,17,31,17,4.95,3.96,4.22,6.17,experiment
10,17,18,17,18,7.31,3.44,5.18,8.12,experiment
10,18,19,9,19,7.82,5.19,6.01,7.82,experiment
10,19,20,26,20,5.58,3.26,3.76,5.77,experiment
10,20,21,38,21,2.97,5.22,2.85,6.0,experiment
10,21,22,11,22,4.24,2.96,4.04,3.35,experiment
10,22,23,21,23,2.87,4.24,3.21,5.44,experiment
10,23,24,2,24,6.82,2.03,6.05,1.73,experiment
10,24,25,24,25,1.92,4.01,3.17,7.18,experiment
10,25,26,14,26,4.95,1.68,5.1,5.96,experiment
10,26,27,23,27,4.94,2.97,5.05,5.1,experiment
10,27,28,19,28,4.31,3.87,4.5,6.29,experiment
10,28,29,32,29,3.94,2.97,5.04,5.47,experiment
10,29,30,39,30,2.64,5.04,3.18,4.99,experiment
10,30,31,22,31,4.15,5.49,3.6,5.53,experiment
10,31,32,4,32,5.96,7.47,9.0,6.44,experiment
10,32,33,20,33,4.94,5.73,5.03,4.88,experiment
10,33,34,33,34,3.91,5.95,5.04,4.1,experiment
10,34,35,16,35,1.38,5.97,5.97,4.1,experiment
10,35,36,12,36,2.17,6.18,4.26,3.01,experiment
10,36,37,5,37,2.92,6.26,4.78,3.04,experiment
10,37,38,40,38,1.91,5.46,2.97,3.23,experiment
10,38,39,15,39,2.17,6.21,6.21,3.87,experiment
10,39,40,37,40,5.78,6.15,7.04,6.44,experiment
11,0,1,12,1,6.27,4.03,7.41,6.5,experiment
11,1,2,24,2,5.67,3.86,6.03,5.63,experiment
11,2,3,3,3,7.41,5.21,7.45,6.27,experiment
11,3,4,19,4,7.65,6.53,8.27,7.06,experiment
11,4,5,38,5,7.41,6.4,7.55,6.68,experiment
11,5,6,9,6,5.32,5.38,5.27,2.78,experiment
11,6,7,11,7,6.37,4.72,5.13,6.22,experiment
11,7,8,17,8,6.26,6.14,7.54,6.1,experiment
11,8,9,36,9,7.04,6.42,8.31,8.32,experiment
11,9,10,15,10,6.53,1.29,8.41,2.36,experiment
11,10,11,40,11,7.32,2.74,6.86,5.19,experiment
11,11,12,13,12,5.04,1.01,7.46,1.37,experiment
11,12,13,20,13,8.42,1.82,6.01,7.69,experiment
11,13,14,33,14,7.96,5.04,7.32,6.03,experiment
11,14,15,39,15,6.92,1.06,5.95,3.04,experiment
11,15,16,5,16,4.35,1.23,4.41,1.79,experiment
11,16,17,27,17,8.32,3.19,6.19,6.19,experiment
11,17,18,26,18,7.95,2.96,8.33,7.08,experiment
11,18,19,10,19,5.54,2.6,6.4,5.06,experiment
11,19,20,25,20,6.0,1.05,5.12,1.0,experiment
11,20,21,37,21,3.27,2.41,1.58,6.31,experiment
11,21,22,21,22,6.15,1.17,6.01,6.4,experiment
11,22,23,30,23,3.72,2.73,6.35,6.95,experiment
11,23,24,14,24,2.88,1.06,6.44,1.33,experiment
11,24,25,29,25,5.01,1.72,6.14,2.53,experiment
11,25,26,32,26,5.49,1.01,5.81,6.18,experiment
11,26,27,2,27,2.28,7.2,1.36,2.9,experiment
11,27,28,31,28,4.26,1.13,4.94,6.78,experiment
11,28,29,6,29,2.32,2.83,2.4,1.55,experiment
11,29,30,4,30,4.58,4.96,3.83,1.0,experiment
11,30,31,28,31,1.83,3.78,2.33,5.01,experiment
11,31,32,22,32,5.01,6.83,6.1,7.1,experiment
11,32,33,16,33,5.64,6.36,5.86,1.24,experiment
11,33,34,34,34,4.88,4.95,4.94,1.24,experiment
11,34,35,23,35,1.23,8.1,4.94,1.05,experiment
11,35,36,18,36,3.62,6.36,5.97,1.42,experiment
11,36,37,7,37,1.47,8.12,2.09,1.24,experiment
11,37,38,8,38,1.35,7.45,1.19,1.22,experiment
11,38,39,1,39,1.0,8.7,1.14,1.01,experiment
11,39,40,35,40,4.95,2.9,3.69,4.96,experiment
12,0,1,27,1,7.09,7.1,7.24,6.82,experiment
12,1,2,23,2,6.09,7.14,5.24,6.15,experiment
12,2,3,11,3,7.33,7.33,7.12,7.92,experiment
12,3,4,13,4,6.86,9.0,6.15,6.22,experiment
12,4,5,1,5,4.01,8.21,2.97,2.82,experiment
12,5,6,29,6,6.65,7.08,6.09,6.03,experiment
12,6,7,31,7,6.77,7.01,6.64,6.97,experiment
12,7,8,28,8,5.1,6.1,3.28,3.81,experiment
12,8,9,36,9,7.95,8.74,8.03,7.79,experiment
12,9,10,10,10,4.06,6.96,3.91,2.76,experiment
12,10,11,6,11,7.78,5.09,7.13,7.27,experiment
12,11,12,2,12,6.86,6.9,4.88,6.04,experiment
12,12,13,21,13,7.99,6.91,8.01,7.95,experiment
12,13,14,34,14,8.15,5.19,8.27,7.85,experiment
12,14,15,22,15,7.08,5.95,6.19,6.29,experiment
12,15,16,38,16,5.04,3.05,3.79,5.96,experiment
12,16,17,15,17,4.86,2.87,5.05,2.94,experiment
12,17,18,17,18,7.35,5.13,7.95,7.82,experiment
12,18,19,30,19,7.03,6.88,6.21,6.94,experiment
12,19,20,12,20,7.35,6.91,7.94,9.0,experiment
12,20,21,37,21,2.13,4.88,1.96,3.88,experiment
