repetition,role,cell_id,subject_fold,stimulus_fold,task,label_policy,held_subject_count,held_stimulus_count,train_rows_before_policy,train_rows_retained,train_low,train_high,train_single_class,test_rows_before_policy,test_rows_retained,test_midpoints_removed,test_midpoint_removed_fraction,test_low,test_high,test_min_class_support,test_single_class,test_rows_after_eeg_emg_availability,seen_subject_unseen_stimulus_rows_retained,unseen_subject_seen_stimulus_rows_retained,subject_leakage,stimulus_leakage
0,primary,rep00_S02_T02,2,2,arousal,midpoint_as_high,16,8,1128,1128,676,452,False,128,128,0,0.0,54,74,54,False,128,376,384,False,False
0,primary,rep00_S02_T03,2,3,valence,discard_midpoint,16,8,1128,919,500,419,False,128,108,20,0.15625,33,75,33,False,108,325,315,False,False
0,primary,rep00_S02_T03,2,3,valence,midpoint_as_low,16,8,1128,1128,709,419,False,128,128,0,0.0,53,75,53,False,128,376,384,False,False
0,primary,rep00_S02_T03,2,3,valence,midpoint_as_high,16,8,1128,1128,500,628,False,128,128,0,0.0,33,95,33,False,128,376,384,False,False
0,primary,rep00_S02_T03,2,3,arousal,discard_midpoint,16,8,1128,1001,615,386,False,128,110,18,0.140625,69,41,41,False,110,339,349,False,False
0,primary,rep00_S02_T03,2,3,arousal,midpoint_as_low,16,8,1128,1128,742,386,False,128,128,0,0.0,87,41,41,False,128,376,384,False,False
0,primary,rep00_S02_T03,2,3,arousal,midpoint_as_high,16,8,1128,1128,615,513,False,128,128,0,0.0,69,59,59,False,128,376,384,False,False
0,primary,rep00_S02_T04,2,4,valence,discard_midpoint,16,8,1128,932,443,489,False,128,111,17,0.1328125,57,54,54,False,111,312,312,False,False
0,primary,rep00_S02_T04,2,4,valence,midpoint_as_low,16,8,1128,1128,639,489,False,128,128,0,0.0,74,54,54,False,128,376,384,False,False
0,primary,rep00_S02_T04,2,4,valence,midpoint_as_high,16,8,1128,1128,443,685,False,128,128,0,0.0,57,71,57,False,128,376,384,False,False
0,primary,rep00_S02_T04,2,4,arousal,discard_midpoint,16,8,1128,1005,648,357,False,128,115,13,0.1015625,56,59,56,False,115,335,344,False,False
0,primary,rep00_S02_T04,2,4,arousal,midpoint_as_low,16,8,1128,1128,771,357,False,128,128,0,0.0,69,59,59,False,128,376,384,False,False
0,primary,rep00_S02_T04,2,4,arousal,midpoint_as_high,16,8,1128,1128,648,480,False,128,128,0,0.0,56,72,56,False,128,376,384,False,False
0,primary,rep00_S03_T01,3,1,valence,discard_midpoint,16,8,1128,960,460,500,False,128,99,29,0.2265625,50,49,49,False,99,279,329,False,False
0,primary,rep00_S03_T01,3,1,valence,midpoint_as_low,16,8,1128,1128,628,500,False,128,128,0,0.0,79,49,49,False,128,376,384,False,False
0,primary,rep00_S03_T01,3,1,valence,midpoint_as_high,16,8,1128,1128,460,668,False,128,128,0,0.0,50,78,50,False,128,376,384,False,False
0,primary,rep00_S03_T01,3,1,arousal,discard_midpoint,16,8,1128,1007,527,480,False,128,113,15,0.1171875,94,19,19,False,113,322,357,False,False
0,primary,rep00_S03_T01,3,1,arousal,midpoint_as_low,16,8,1128,1128,648,480,False,128,128,0,0.0,109,19,19,False,128,376,384,False,False
0,primary,rep00_S03_T01,3,1,arousal,midpoint_as_high,16,8,1128,1128,527,601,False,128,128,0,0.0,94,34,34,False,128,376,384,False,False
0,primary,rep00_S03_T02,3,2,valence,discard_midpoint,16,8,1128,916,420,496,False,128,110,18,0.140625,61,49,49,False,110,323,318,False,False
0,primary,rep00_S03_T02,3,2,valence,midpoint_as_low,16,8,1128,1128,632,496,False,128,128,0,0.0,79,49,49,False,128,376,384,False,False
0,primary,rep00_S03_T02,3,2,valence,midpoint_as_high,16,8,1128,1128,420,708,False,128,128,0,0.0,61,67,61,False,128,376,384,False,False
0,primary,rep00_S03_T02,3,2,arousal,discard_midpoint,16,8,1128,983,640,343,False,128,119,9,0.0703125,65,54,54,False,119,346,351,False,False
0,primary,rep00_S03_T02,3,2,arousal,midpoint_as_low,16,8,1128,1128,785,343,False,128,128,0,0.0,74,54,54,False,128,376,384,False,False
0,primary,rep00_S03_T02,3,2,arousal,midpoint_as_high,16,8,1128,1128,640,488,False,128,128,0,0.0,65,63,63,False,128,376,384,False,False
0,primary,rep00_S03_T03,3,3,valence,discard_midpoint,16,8,1128,918,511,407,False,128,112,16,0.125,35,77,35,False,112,321,316,False,False
0,primary,rep00_S03_T03,3,3,valence,midpoint_as_low,16,8,1128,1128,721,407,False,128,128,0,0.0,51,77,51,False,128,376,384,False,False
0,primary,rep00_S03_T03,3,3,valence,midpoint_as_high,16,8,1128,1128,511,617,False,128,128,0,0.0,35,93,35,False,128,376,384,False,False
0,primary,rep00_S03_T03,3,3,arousal,discard_midpoint,16,8,1128,1000,586,414,False,128,120,8,0.0625,87,33,33,False,120,329,350,False,False
0,primary,rep00_S03_T03,3,3,arousal,midpoint_as_low,16,8,1128,1128,714,414,False,128,128,0,0.0,95,33,33,False,128,376,384,False,False
0,primary,rep00_S03_T03,3,3,arousal,midpoint_as_high,16,8,1128,1128,586,542,False,128,128,0,0.0,87,41,41,False,128,376,384,False,False
0,primary,rep00_S03_T04,3,4,valence,discard_midpoint,16,8,1128,923,448,475,False,128,107,21,0.1640625,53,54,53,False,107,316,321,False,False
0,primary,rep00_S03_T04,3,4,valence,midpoint_as_low,16,8,1128,1128,653,475,False,128,128,0,0.0,74,54,54,False,128,376,384,False,False
0,primary,rep00_S03_T04,3,4,valence,midpoint_as_high,16,8,1128,1128,448,680,False,128,128,0,0.0,53,75,53,False,128,376,384,False,False
0,primary,rep00_S03_T04,3,4,arousal,discard_midpoint,16,8,1128,997,620,377,False,128,118,10,0.078125,75,43,43,False,118,332,352,False,False
0,primary,rep00_S03_T04,3,4,arousal,midpoint_as_low,16,8,1128,1128,751,377,False,128,128,0,0.0,85,43,43,False,128,376,384,False,False
0,primary,rep00_S03_T04,3,4,arousal,midpoint_as_high,16,8,1128,1128,620,508,False,128,128,0,0.0,75,53,53,False,128,376,384,False,False
0,primary,rep00_S04_T01,4,1,valence,discard_midpoint,15,8,1152,989,459,530,False,120,91,29,0.24166666666666667,50,41,41,False,91,287,300,False,False
0,primary,rep00_S04_T01,4,1,valence,midpoint_as_low,15,8,1152,1152,622,530,False,120,120,0,0.0,79,41,41,False,120,384,360,False,False
0,primary,rep00_S04_T01,4,1,valence,midpoint_as_high,15,8,1152,1152,459,693,False,120,120,0,0.0,50,70,50,False,120,384,360,False,False
0,primary,rep00_S04_T01,4,1,arousal,discard_midpoint,15,8,1152,1041,574,467,False,120,106,14,0.11666666666666667,88,18,18,False,106,329,323,False,False
0,primary,rep00_S04_T01,4,1,arousal,midpoint_as_low,15,8,1152,1152,685,467,False,120,120,0,0.0,102,18,18,False,120,384,360,False,False
0,primary,rep00_S04_T01,4,1,arousal,midpoint_as_high,15,8,1152,1152,574,578,False,120,120,0,0.0,88,32,32,False,120,384,360,False,False
0,primary,rep00_S04_T02,4,2,valence,discard_midpoint,15,8,1152,941,421,520,False,120,98,22,0.18333333333333332,63,35,35,False,98,335,293,False,False
0,primary,rep00_S04_T02,4,2,valence,midpoint_as_low,15,8,1152,1152,632,520,False,120,120,0,0.0,85,35,35,False,120,384,360,False,False
0,primary,rep00_S04_T02,4,2,valence,midpoint_as_high,15,8,1152,1152,421,731,False,120,120,0,0.0,63,57,57,False,120,384,360,False,False
0,primary,rep00_S04_T02,4,2,arousal,discard_midpoint,15,8,1152,1010,676,334,False,120,105,15,0.125,48,57,48,False,105,360,324,False,False
0,primary,rep00_S04_T02,4,2,arousal,midpoint_as_low,15,8,1152,1152,818,334,False,120,120,0,0.0,63,57,57,False,120,384,360,False,False
0,primary,rep00_S04_T02,4,2,arousal,midpoint_as_high,15,8,1152,1152,676,476,False,120,120,0,0.0,48,72,48,False,120,384,360,False,False
0,primary,rep00_S04_T03,4,3,valence,discard_midpoint,15,8,1152,947,510,437,False,120,104,16,0.13333333333333333,35,69,35,False,104,329,287,False,False
0,primary,rep00_S04_T03,4,3,valence,midpoint_as_low,15,8,1152,1152,715,437,False,120,120,0,0.0,51,69,51,False,120,384,360,False,False
0,primary,rep00_S04_T03,4,3,valence,midpoint_as_high,15,8,1152,1152,510,642,False,120,120,0,0.0,35,85,35,False,120,384,360,False,False
0,primary,rep00_S04_T03,4,3,arousal,discard_midpoint,15,8,1152,1032,626,406,False,120,111,9,0.075,74,37,37,False,111,338,318,False,False
0,primary,rep00_S04_T03,4,3,arousal,midpoint_as_low,15,8,1152,1152,746,406,False,120,120,0,0.0,83,37,37,False,120,384,360,False,False
0,primary,rep00_S04_T03,4,3,arousal,midpoint_as_high,15,8,1152,1152,626,526,False,120,120,0,0.0,74,46,46,False,120,384,360,False,False
0,primary,rep00_S04_T04,4,4,valence,discard_midpoint,15,8,1152,951,446,505,False,120,98,22,0.18333333333333332,52,46,46,False,98,325,293,False,False
0,primary,rep00_S04_T04,4,4,valence,midpoint_as_low,15,8,1152,1152,647,505,False,120,120,0,0.0,74,46,46,False,120,384,360,False,False
0,primary,rep00_S04_T04,4,4,valence,midpoint_as_high,15,8,1152,1152,446,706,False,120,120,0,0.0,52,68,52,False,120,384,360,False,False
0,primary,rep00_S04_T04,4,4,arousal,discard_midpoint,15,8,1152,1027,656,371,False,120,107,13,0.10833333333333334,58,49,49,False,107,343,322,False,False
0,primary,rep00_S04_T04,4,4,arousal,midpoint_as_low,15,8,1152,1152,781,371,False,120,120,0,0.0,71,49,49,False,120,384,360,False,False
0,primary,rep00_S04_T04,4,4,arousal,midpoint_as_high,15,8,1152,1152,656,496,False,120,120,0,0.0,58,62,58,False,120,384,360,False,False
1,sensitivity,rep01_S01_T01,1,1,valence,discard_midpoint,16,8,1128,912,412,500,False,128,109,19,0.1484375,62,47,47,False,109,328,318,False,False
1,sensitivity,rep01_S01_T01,1,1,valence,midpoint_as_low,16,8,1128,1128,628,500,False,128,128,0,0.0,81,47,47,False,128,376,384,False,False
1,sensitivity,rep01_S01_T01,1,1,valence,midpoint_as_high,16,8,1128,1128,412,716,False,128,128,0,0.0,62,66,62,False,128,376,384,False,False
1,sensitivity,rep01_S01_T01,1,1,arousal,discard_midpoint,16,8,1128,1006,586,420,False,128,116,12,0.09375,83,33,33,False,116,327,350,False,False
1,sensitivity,rep01_S01_T01,1,1,arousal,midpoint_as_low,16,8,1128,1128,708,420,False,128,128,0,0.0,95,33,33,False,128,376,384,False,False
1,sensitivity,rep01_S01_T01,1,1,arousal,midpoint_as_high,16,8,1128,1128,586,542,False,128,128,0,0.0,83,45,45,False,128,376,384,False,False
1,sensitivity,rep01_S01_T02,1,2,valence,discard_midpoint,16,8,1128,973,486,487,False,128,97,31,0.2421875,42,55,42,False,97,267,330,False,False
1,sensitivity,rep01_S01_T02,1,2,valence,midpoint_as_low,16,8,1128,1128,641,487,False,128,128,0,0.0,73,55,55,False,128,376,384,False,False
1,sensitivity,rep01_S01_T02,1,2,valence,midpoint_as_high,16,8,1128,1128,486,642,False,128,128,0,0.0,42,86,42,False,128,376,384,False,False
1,sensitivity,rep01_S01_T02,1,2,arousal,discard_midpoint,16,8,1128,1001,563,438,False,128,118,10,0.078125,83,35,35,False,118,332,348,False,False
1,sensitivity,rep01_S01_T02,1,2,arousal,midpoint_as_low,16,8,1128,1128,690,438,False,128,128,0,0.0,93,35,35,False,128,376,384,False,False
1,sensitivity,rep01_S01_T02,1,2,arousal,midpoint_as_high,16,8,1128,1128,563,565,False,128,128,0,0.0,83,45,45,False,128,376,384,False,False
1,sensitivity,rep01_S01_T03,1,3,valence,discard_midpoint,16,8,1128,924,467,457,False,128,111,17,0.1328125,51,60,51,False,111,316,316,False,False
1,sensitivity,rep01_S01_T03,1,3,valence,midpoint_as_low,16,8,1128,1128,671,457,False,128,128,0,0.0,68,60,60,False,128,376,384,False,False
1,sensitivity,rep01_S01_T03,1,3,valence,midpoint_as_high,16,8,1128,1128,467,661,False,128,128,0,0.0,51,77,51,False,128,376,384,False,False
1,sensitivity,rep01_S01_T03,1,3,arousal,discard_midpoint,16,8,1128,1001,570,431,False,128,118,10,0.078125,94,24,24,False,118,332,348,False,False
1,sensitivity,rep01_S01_T03,1,3,arousal,midpoint_as_low,16,8,1128,1128,697,431,False,128,128,0,0.0,104,24,24,False,128,376,384,False,False
1,sensitivity,rep01_S01_T03,1,3,arousal,midpoint_as_high,16,8,1128,1128,570,558,False,128,128,0,0.0,94,34,34,False,128,376,384,False,False
1,sensitivity,rep01_S01_T04,1,4,valence,discard_midpoint,16,8,1128,911,450,461,False,128,110,18,0.140625,52,58,52,False,110,329,317,False,False
1,sensitivity,rep01_S01_T04,1,4,valence,midpoint_as_low,16,8,1128,1128,667,461,False,128,128,0,0.0,70,58,58,False,128,376,384,False,False
1,sensitivity,rep01_S01_T04,1,4,valence,midpoint_as_high,16,8,1128,1128,450,678,False,128,128,0,0.0,52,76,52,False,128,376,384,False,False
1,sensitivity,rep01_S01_T04,1,4,arousal,discard_midpoint,16,8,1128,991,642,349,False,128,114,14,0.109375,65,49,49,False,114,342,352,False,False
1,sensitivity,rep01_S01_T04,1,4,arousal,midpoint_as_low,16,8,1128,1128,779,349,False,128,128,0,0.0,79,49,49,False,128,376,384,False,False
1,sensitivity,rep01_S01_T04,1,4,arousal,midpoint_as_high,16,8,1128,1128,642,486,False,128,128,0,0.0,65,63,63,False,128,376,384,False,False
1,sensitivity,rep01_S02_T01,2,1,valence,discard_midpoint,16,8,1128,911,411,500,False,128,116,12,0.09375,70,46,46,False,116,321,319,False,False
1,sensitivity,rep01_S02_T01,2,1,valence,midpoint_as_low,16,8,1128,1128,628,500,False,128,128,0,0.0,82,46,46,False,128,376,384,False,False
1,sensitivity,rep01_S02_T01,2,1,valence,midpoint_as_high,16,8,1128,1128,411,717,False,128,128,0,0.0,70,58,58,False,128,376,384,False,False
1,sensitivity,rep01_S02_T01,2,1,arousal,discard_midpoint,16,8,1128,1020,655,365,False,128,112,16,0.125,55,57,55,False,112,331,336,False,False
1,sensitivity,rep01_S02_T01,2,1,arousal,midpoint_as_low,16,8,1128,1128,763,365,False,128,128,0,0.0,71,57,57,False,128,376,384,False,False
1,sensitivity,rep01_S02_T01,2,1,arousal,midpoint_as_high,16,8,1128,1128,655,473,False,128,128,0,0.0,55,73,55,False,128,376,384,False,False
1,sensitivity,rep01_S02_T02,2,2,valence,discard_midpoint,16,8,1128,965,476,489,False,128,97,31,0.2421875,41,56,41,False,97,267,338,False,False
1,sensitivity,rep01_S02_T02,2,2,valence,midpoint_as_low,16,8,1128,1128,639,489,False,128,128,0,0.0,72,56,56,False,128,376,384,False,False
1,sensitivity,rep01_S02_T02,2,2,valence,midpoint_as_high,16,8,1128,1128,476,652,False,128,128,0,0.0,41,87,41,False,128,376,384,False,False
1,sensitivity,rep01_S02_T02,2,2,arousal,discard_midpoint,16,8,1128,1014,641,373,False,128,113,15,0.1171875,64,49,49,False,113,337,335,False,False
1,sensitivity,rep01_S02_T02,2,2,arousal,midpoint_as_low,16,8,1128,1128,755,373,False,128,128,0,0.0,79,49,49,False,128,376,384,False,False
1,sensitivity,rep01_S02_T02,2,2,arousal,midpoint_as_high,16,8,1128,1128,641,487,False,128,128,0,0.0,64,64,64,False,128,376,384,False,False
1,sensitivity,rep01_S02_T03,2,3,valence,discard_midpoint,16,8,1128,919,462,457,False,128,114,14,0.109375,55,59,55,False,114,313,321,False,False
1,sensitivity,rep01_S02_T03,2,3,valence,midpoint_as_low,16,8,1128,1128,671,457,False,128,128,0,0.0,69,59,59,False,128,376,384,False,False
1,sensitivity,rep01_S02_T03,2,3,valence,midpoint_as_high,16,8,1128,1128,462,666,False,128,128,0,0.0,55,73,55,False,128,376,384,False,False
1,sensitivity,rep01_S02_T03,2,3,arousal,discard_midpoint,16,8,1128,1010,636,374,False,128,109,19,0.1484375,63,46,46,False,109,341,339,False,False
1,sensitivity,rep01_S02_T03,2,3,arousal,midpoint_as_low,16,8,1128,1128,754,374,False,128,128,0,0.0,82,46,46,False,128,376,384,False,False
1,sensitivity,rep01_S02_T03,2,3,arousal,midpoint_as_high,16,8,1128,1128,636,492,False,128,128,0,0.0,63,65,63,False,128,376,384,False,False
1,sensitivity,rep01_S02_T04,2,4,valence,discard_midpoint,16,8,1128,901,439,462,False,128,108,20,0.15625,50,58,50,False,108,331,327,False,False
1,sensitivity,rep01_S02_T04,2,4,valence,midpoint_as_low,16,8,1128,1128,666,462,False,128,128,0,0.0,70,58,58,False,128,376,384,False,False
1,sensitivity,rep01_S02_T04,2,4,valence,midpoint_as_high,16,8,1128,1128,439,689,False,128,128,0,0.0,50,78,50,False,128,376,384,False,False
1,sensitivity,rep01_S02_T04,2,4,arousal,discard_midpoint,16,8,1128,1009,720,289,False,128,114,14,0.109375,46,68,46,False,114,342,334,False,False
1,sensitivity,rep01_S02_T04,2,4,arousal,midpoint_as_low,16,8,1128,1128,839,289,False,128,128,0,0.0,60,68,60,False,128,376,384,False,False
1,sensitivity,rep01_S02_T04,2,4,arousal,midpoint_as_high,16,8,1128,1128,720,408,False,128,128,0,0.0,46,82,46,False,128,376,384,False,False
1,sensitivity,rep01_S03_T01,3,1,valence,discard_midpoint,16,8,1128,935,421,514,False,128,109,19,0.1484375,64,45,45,False,109,328,295,False,False
1,sensitivity,rep01_S03_T01,3,1,valence,midpoint_as_low,16,8,1128,1128,614,514,False,128,128,0,0.0,83,45,45,False,128,376,384,False,False
1,sensitivity,rep01_S03_T01,3,1,valence,midpoint_as_high,16,8,1128,1128,421,707,False,128,128,0,0.0,64,64,64,False,128,376,384,False,False
1,sensitivity,rep01_S03_T01,3,1,arousal,discard_midpoint,16,8,1128,1008,616,392,False,128,112,16,0.125,71,41,41,False,112,331,348,False,False
1,sensitivity,rep01_S03_T01,3,1,arousal,midpoint_as_low,16,8,1128,1128,736,392,False,128,128,0,0.0,87,41,41,False,128,376,384,False,False
1,sensitivity,rep01_S03_T01,3,1,arousal,midpoint_as_high,16,8,1128,1128,616,512,False,128,128,0,0.0,71,57,57,False,128,376,384,False,False
1,sensitivity,rep01_S03_T02,3,2,valence,discard_midpoint,16,8,1128,983,492,491,False,128,84,44,0.34375,41,43,41,False,84,280,320,False,False
1,sensitivity,rep01_S03_T02,3,2,valence,midpoint_as_low,16,8,1128,1128,637,491,False,128,128,0,0.0,85,43,43,False,128,376,384,False,False
1,sensitivity,rep01_S03_T02,3,2,valence,midpoint_as_high,16,8,1128,1128,492,636,False,128,128,0,0.0,41,87,41,False,128,376,384,False,False
1,sensitivity,rep01_S03_T02,3,2,arousal,discard_midpoint,16,8,1128,1001,602,399,False,128,112,16,0.125,80,32,32,False,112,338,348,False,False
1,sensitivity,rep01_S03_T02,3,2,arousal,midpoint_as_low,16,8,1128,1128,729,399,False,128,128,0,0.0,96,32,32,False,128,376,384,False,False
1,sensitivity,rep01_S03_T02,3,2,arousal,midpoint_as_high,16,8,1128,1128,602,526,False,128,128,0,0.0,80,48,48,False,128,376,384,False,False
1,sensitivity,rep01_S03_T03,3,3,valence,discard_midpoint,16,8,1128,937,464,473,False,128,101,27,0.2109375,41,60,41,False,101,326,303,False,False
1,sensitivity,rep01_S03_T03,3,3,valence,midpoint_as_low,16,8,1128,1128,655,473,False,128,128,0,0.0,68,60,60,False,128,376,384,False,False
1,sensitivity,rep01_S03_T03,3,3,valence,midpoint_as_high,16,8,1128,1128,464,664,False,128,128,0,0.0,41,87,41,False,128,376,384,False,False
1,sensitivity,rep01_S03_T03,3,3,arousal,discard_midpoint,16,8,1128,1005,595,410,False,128,116,12,0.09375,77,39,39,False,116,334,344,False,False
1,sensitivity,rep01_S03_T03,3,3,arousal,midpoint_as_low,16,8,1128,1128,718,410,False,128,128,0,0.0,89,39,39,False,128,376,384,False,False
1,sensitivity,rep01_S03_T03,3,3,arousal,midpoint_as_high,16,8,1128,1128,595,533,False,128,128,0,0.0,77,51,51,False,128,376,384,False,False
1,sensitivity,rep01_S03_T04,3,4,valence,discard_midpoint,16,8,1128,934,459,475,False,128,110,18,0.140625,54,56,54,False,110,329,294,False,False
1,sensitivity,rep01_S03_T04,3,4,valence,midpoint_as_low,16,8,1128,1128,653,475,False,128,128,0,0.0,72,56,56,False,128,376,384,False,False
1,sensitivity,rep01_S03_T04,3,4,valence,midpoint_as_high,16,8,1128,1128,459,669,False,128,128,0,0.0,54,74,54,False,128,376,384,False,False
1,sensitivity,rep01_S03_T04,3,4,arousal,discard_midpoint,16,8,1128,1003,674,329,False,128,120,8,0.0625,55,65,55,False,120,336,340,False,False
1,sensitivity,rep01_S03_T04,3,4,arousal,midpoint_as_low,16,8,1128,1128,799,329,False,128,128,0,0.0,63,65,63,False,128,376,384,False,False
1,sensitivity,rep01_S03_T04,3,4,arousal,midpoint_as_high,16,8,1128,1128,674,454,False,128,128,0,0.0,55,73,55,False,128,376,384,False,False
1,sensitivity,rep01_S04_T01,4,1,valence,discard_midpoint,15,8,1152,932,427,505,False,120,103,17,0.14166666666666666,59,44,44,False,103,334,298,False,False
1,sensitivity,rep01_S04_T01,4,1,valence,midpoint_as_low,15,8,1152,1152,647,505,False,120,120,0,0.0,76,44,44,False,120,384,360,False,False
1,sensitivity,rep01_S04_T01,4,1,valence,midpoint_as_high,15,8,1152,1152,427,725,False,120,120,0,0.0,59,61,59,False,120,384,360,False,False
1,sensitivity,rep01_S04_T01,4,1,arousal,discard_midpoint,15,8,1152,1034,627,407,False,120,103,17,0.14166666666666666,75,28,28,False,103,340,322,False,False
1,sensitivity,rep01_S04_T01,4,1,arousal,midpoint_as_low,15,8,1152,1152,745,407,False,120,120,0,0.0,92,28,28,False,120,384,360,False,False
1,sensitivity,rep01_S04_T01,4,1,arousal,midpoint_as_high,15,8,1152,1152,627,525,False,120,120,0,0.0,75,45,45,False,120,384,360,False,False
1,sensitivity,rep01_S04_T02,4,2,valence,discard_midpoint,15,8,1152,988,499,489,False,120,86,34,0.2833333333333333,37,49,37,False,86,278,315,False,False
1,sensitivity,rep01_S04_T02,4,2,valence,midpoint_as_low,15,8,1152,1152,663,489,False,120,120,0,0.0,71,49,49,False,120,384,360,False,False
