dataset,subject_id,subject_number,session_id,trial_id,stimulus_id,stimulus_id_numeric,presentation_order,trial_index_0based_in_dat,trial_index_1based_in_dat,valence_score,arousal_score,dominance_score,liking_score,valence_discard_midpoint,valence_midpoint_as_low,valence_midpoint_as_high,arousal_discard_midpoint,arousal_midpoint_as_low,arousal_midpoint_as_high,eeg_available,emg_available,eeg_channel_count,emg_channel_count,sample_count,chronology_verified,stimulus_identity_verified,mapping_verified,verified_order_hypothesis,physical_trial_unit,dat_path,dat_sha256,mapping_path,mapping_sha256
DEAP,s01,1,s01_session1,DEAP_s01_exp06,exp06,6,11,5,6,8.27,3.92,7.0,8.03,1.0,1,1,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp10,exp10,10,12,9,10,1.99,4.86,2.04,7.09,0.0,0,0,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp35,exp35,35,13,34,35,2.06,8.15,8.05,5.18,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp22,exp22,22,14,21,22,7.09,2.08,7.06,7.37,1.0,1,1,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp15,exp15,15,15,14,15,3.17,8.08,2.91,5.04,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp17,exp17,17,16,16,17,2.46,6.91,6.77,6.41,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp36,exp36,36,17,35,36,2.9,6.92,6.5,3.87,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp34,exp34,34,18,33,34,2.28,7.09,7.28,6.92,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp14,exp14,14,19,13,14,4.18,2.24,3.04,5.04,0.0,0,0,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp27,exp27,27,20,26,27,7.35,6.95,7.03,7.29,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp11,exp11,11,21,10,11,2.99,2.36,3.63,6.24,0.0,0,0,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp30,exp30,30,22,29,30,2.08,2.99,3.22,7.33,0.0,0,0,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp29,exp29,29,23,28,29,1.36,2.27,3.0,8.14,0.0,0,0,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp01,exp01,1,24,0,1,7.71,7.6,6.9,7.83,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp07,exp07,7,25,6,7,7.44,3.73,7.08,7.04,1.0,1,1,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp32,exp32,32,26,31,32,2.28,8.0,3.27,3.95,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp12,exp12,12,27,11,12,2.71,2.77,3.4,7.35,0.0,0,0,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp16,exp16,16,28,15,16,6.81,7.44,8.15,7.14,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp25,exp25,25,29,24,25,8.86,7.21,8.65,7.21,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp28,exp28,28,30,27,28,3.88,3.35,4.01,7.87,0.0,0,0,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp08,exp08,8,31,7,8,7.32,2.55,6.32,5.87,1.0,1,1,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp03,exp03,3,32,2,3,8.58,7.54,9.0,7.08,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp38,exp38,38,33,37,38,3.33,7.18,6.54,6.62,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp37,exp37,37,34,36,37,2.31,6.88,3.1,6.77,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp19,exp19,19,35,18,19,7.17,8.0,8.1,6.79,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp02,exp02,2,36,1,2,8.1,7.31,7.28,8.47,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp21,exp21,21,37,20,21,9.0,7.95,8.37,7.86,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp23,exp23,23,38,22,23,8.15,3.01,7.37,7.9,1.0,1,1,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp09,exp09,9,39,8,9,4.04,3.29,3.62,5.99,0.0,0,0,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s01,1,s01_session1,DEAP_s01_exp26,exp26,26,40,25,26,7.28,7.27,7.41,8.24,1.0,1,1,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s01.dat,da5655e7c6764b5ebe1b0654e9830c5d32f9331e008c977970bbaa716e109085,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s02,2,s02_session1,DEAP_s02_exp27,exp27,27,1,26,27,4.96,5.01,3.01,5.05,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s02.dat,4f21fa19929e137bcab21d42344ac37ecd85800a75621c6635f7fc27366e790c,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s02,2,s02_session1,DEAP_s02_exp17,exp17,17,2,16,17,9.0,3.0,6.03,7.41,1.0,1,1,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s02.dat,4f21fa19929e137bcab21d42344ac37ecd85800a75621c6635f7fc27366e790c,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s02,2,s02_session1,DEAP_s02_exp35,exp35,35,3,34,35,1.99,2.0,1.0,1.0,0.0,0,0,0.0,0,0,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s02.dat,4f21fa19929e137bcab21d42344ac37ecd85800a75621c6635f7fc27366e790c,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s02,2,s02_session1,DEAP_s02_exp31,exp31,31,4,30,31,4.06,7.05,1.0,9.0,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s02.dat,4f21fa19929e137bcab21d42344ac37ecd85800a75621c6635f7fc27366e790c,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
DEAP,s02,2,s02_session1,DEAP_s02_exp38,exp38,38,5,37,38,1.0,9.0,1.0,1.0,0.0,0,0,1.0,1,1,True,True,32,2,8064,True,True,True,experiment_order_alignment,True,/mnt/HDD/AliWorks/DEAP/data_preprocessed_python/s02.dat,4f21fa19929e137bcab21d42344ac37ecd85800a75621c6635f7fc27366e790c,/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/joint_cv/deap_verified_trial_stimulus_mapping.csv,bc7ab2c13b47817478e1bd9a43905e875c4b0a5c2c31bb9e6d9c1ebc44b62be5
