path,relative_path,pattern_id,size_bytes,snippet
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/deap_stimulus_only_loso_current.md,docs/roca/deap_stimulus_only_loso_current.md,1,1830,"# DEAP Stimulus-Only LOSO Baseline This report computes a strict cross-subject / LOSO stimulus-only baseline for DEAP. ## Configuration - deap_dir: `/mnt/HDD/AliWorks/DEAP/data_preprocessed_python` - label_policy: `midpoint_as_low` - models: `global_mean`, `stimulus_only` - targets: `valence`, `arousal` - leaka"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/deap_stimulus_only_loso_midpoint_high_current.json,docs/roca/deap_stimulus_only_loso_midpoint_high_current.json,1,5666,"{ ""protocol"": ""DEAP stimulus-only LOSO baseline"", ""deap_dir"": ""/mnt/HDD/AliWorks/DEAP/data_preprocessed_python"", ""label_policy"": ""midpoint_as_high"", ""subjects"": 32, ""stimuli"": 40, ""trials"": 1280, ""models"": [ ""global_mean"", ""stim"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/deap_stimulus_only_loso_midpoint_high_current.md,docs/roca/deap_stimulus_only_loso_midpoint_high_current.md,1,1831,"# DEAP Stimulus-Only LOSO Baseline This report computes a strict cross-subject / LOSO stimulus-only baseline for DEAP. ## Configuration - deap_dir: `/mnt/HDD/AliWorks/DEAP/data_preprocessed_python` - label_policy: `midpoint_as_high` - models: `global_mean`, `stimulus_only` - targets: `valence`, `arousal` - leak"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current.json,docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current.json,1,37949,"rived pseudo-subject IDs, so inventory must separate DEAP raw from project-derived tables."" }, { ""item"": ""DEAP trials per participant"", ""expected"": ""40 music-video trials"", ""why_it_matters"": ""Representation learning should preserve trial identity and avoid stimulus leakage in cross-subject evaluation."" }, { ""item"": ""DEAP preprocessed signal shape"", ""expec"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current.md,docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current.md,1,54181,"; project outputs may have more rows/subjects if merged or using derived pseudo-subject IDs, so inventory must separate DEAP raw from project-derived tables. | | DEAP trials per participant | 40 music-video trials | Representation learning should preserve trial identity and avoid stimulus leakage in cross-subject evaluation. | | DEAP preprocessed signal shape | usually 40 trials x 40 channels x 8064 samples per subject fil"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current_expected_deap_spec.csv,docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current_expected_deap_spec.csv,1,1280,"; project outputs may have more rows/subjects if merged or using derived pseudo-subject IDs, so inventory must separate DEAP raw from project-derived tables."" DEAP trials per participant,40 music-video trials,Representation learning should preserve trial identity and avoid stimulus leakage in cross-subject evaluation. DEAP preprocessed signal shape,usually 40 trials x 40 channels x 8064 samples per subject file,8064 s"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current_prior_dl_candidates.csv,docs/roca/idare_06a0_deep_data_and_prior_model_inventory_current_prior_dl_candidates.csv,1,1305601,"TIM | Trial-wise paired modeling is meaningful: `BSL`, `STIM`, and `STIM-BSL` all have interpretable roles. | || L25: | DEAP | 40 one-minute music videos per subject | DEAP preprocessed Python contains a short baseline segment before the 60s stimulus signal | Baseline correction is appropriate, but DEAP is less naturally a paired 5s ..."",27 docs/project_status_current.md,99911,0.0953,""deep,conv,temporal,representation,loso,cross-subject,neural"",""accuracy,acc,rmse,ma"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_06a0b_prior_deep_learning_forensic_review_current.json,docs/roca/idare_06a0b_prior_deep_learning_forensic_review_current.json,1,189175,"""implication"": ""Representation learning is possible locally, but current EEG window is 640 samples, not the full DEAP 60s stimulus; input policy must be explicit."", ""risk"": ""A model on 5s windows may fail for reasons unrelated to physiology if the useful affect dynamics are outside the window."", ""recommended_action"": ""Before 06a1, verif"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_06a0b_prior_deep_learning_forensic_review_current.md,docs/roca/idare_06a0b_prior_deep_learning_forensic_review_current.md,1,15959,"from 06a0 inventory. | Representation learning is possible locally, but current EEG window is 640 samples, not the full DEAP 60s stimulus; input policy must be explicit. | A model on 5s windows may fail for reasons unrelated to physiology if the useful affect dynamics are outside the window. | Before 06a1, verify cache index alignment and whether 640-samp"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_06a0b_prior_deep_learning_forensic_review_current_candidate_forensics.csv,docs/roca/idare_06a0b_prior_deep_learning_forensic_review_current_candidate_forensics.csv,1,1395482,"TIM | Trial-wise paired modeling is meaningful: `BSL`, `STIM`, and `STIM-BSL` all have interpretable roles. | || L25: | DEAP | 40 one-minute music videos per subject | DEAP preprocessed Python contains a short baseline segment before the 60s stimulus signal | Baseline correction is appropriate, but DEAP is less naturally a paired 5s BSL/STIM design. | || L37: | I-DARE dataset paper, Frontiers in Human Neuroscience 2024, DOI `10.3389/fnhum.2024.1347327`, PMC `PMC1098"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_06a0b_prior_deep_learning_forensic_review_current_decision_table.csv,docs/roca/idare_06a0b_prior_deep_learning_forensic_review_current_decision_table.csv,1,4590,"from 06a0 inventory."",""Representation learning is possible locally, but current EEG window is 640 samples, not the full DEAP 60s stimulus; input policy must be explicit."",A model on 5s windows may fail for reasons unrelated to physiology if the useful affect dynamics are outside the window.,""Before 06a1, verify cache index alignment and whether 640-sample"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_06a1b_input_window_policy_audit_current.json,docs/roca/idare_06a1b_input_window_policy_audit_current.json,1,486224,"""640 samples at 128 Hz is 5 seconds, which matches the I-DARE 5s stimulus-window policy; it is shorter only relative to DEAP's 60s video stimulus."", ""risk_for_06a1"": ""For I-DARE this is the intended full stimulus window; remaining risk is whether this 5s stimulus contains enough residual-relevant physiology."", ""decision"": ""I_DARE_5S_FULL_STIMULUS_WINDOW_CONFIRMED"", ""required_before_final_claim"": ""Document that 640 sa"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_06a1b_input_window_policy_audit_current.md,docs/roca/idare_06a1b_input_window_policy_audit_current.md,1,16613,"640 samples at 128 Hz is 5 seconds, which matches the I-DARE 5s stimulus-window policy; it is shorter only relative to DEAP's 60s video stimulus. | For I-DARE this is the intended full stimulus window; remaining risk is whether this 5s stimulus contains enough residual-relevant physiology. | I_DARE_5S_FULL_STIMULUS_WINDOW_CONFIRMED | Document that 640 samples represent the full 5s I-DARE stimulus after 512Hz-to-128Hz downsampling, with preceding 5s BSL used fo"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_06a1b_input_window_policy_audit_current_decision_table.csv,docs/roca/idare_06a1b_input_window_policy_audit_current_decision_table.csv,1,2445,"""640 samples at 128 Hz is 5 seconds, which matches the I-DARE 5s stimulus-window policy; it is shorter only relative to DEAP's 60s video stimulus."",For I-DARE this is the intended full stimulus window; remaining risk is whether this 5s stimulus contains enough residual-relevant physiology.,I_DARE_5S_FULL_STIMULUS_WINDOW_CONFIRMED,""Document that 640 samples represent the full 5s I-DARE stimulus after 512Hz-to-128Hz downsampling, with preceding 5s BSL used for b"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_06a1b_input_window_policy_audit_current_script_usage_audit.csv,docs/roca/idare_06a1b_input_window_policy_audit_current_script_usage_audit.csv,1,10538,"uts may have more rows/subjects if merged or using derived pseudo-subject IDs, so inventory must || L347: {""""item"""": """"DEAP trials per participant"""", """"expected"""": """"40 music-video trials"""", """"why_it_matters"""": """"Representation learning should preserve trial identity and avoid stimulus leakage in cross-subject evaluation.""""}, || L348: {""""item"""": """"DEAP preprocessed signal shape"""", """"expected"""": """""
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_06a1z_prior_experiment_map_and_root_cause_autopsy_current_candidate_experiment_files.csv,docs/roca/idare_06a1z_prior_experiment_map_and_root_cause_autopsy_current_candidate_experiment_files.csv,1,1372166,"L9: """"implication"""": """"Representation learning is possible locally, but current EEG window is 640 samples, not the full DEAP 60s stimulus; input policy must be explicit."""", || L14: """"topic"""": """"prior_deep_model_scope"""", || L15: """"finding"""": """"Candidate scripts/logs indicate prior deep experiments were mostly smoke/stabilization/oracle/architecture ablatio"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_06c0_final_research_ledger_current_artifact_inventory.csv,docs/roca/idare_06c0_final_research_ledger_current_artifact_inventory.csv,1,209189,""""", """"implication"""": """"Representation learning is possible locally, but current EEG window is 640 samples, not the full DEAP 60s stimulus; input policy must be explicit."""", """"risk"""": """"A model on 5s windows may fail for reasons unrelated to physiology if the useful affect dynamics are outside the window."""", """"reco..."" docs/roca/idare_06a0b_prior_deep_lear"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/idare_residual_physiology_audit_lock_current.md,docs/roca/idare_residual_physiology_audit_lock_current.md,1,5433,"odel/architecture optimization is scientifically justified. ## Dataset target Current target dataset: - I-DARE only. DEAP stimulus-only LOSO was used as external sanity/context, not the immediate modeling target. ## Current known stimulus-only problem Stimulus-only prior is strong enough that raw accuracy can be misleading. Therefore future physiological models must be evaluated against: - stimulus-only baseline; - residual prediction over train-subjec"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/prior_baselines_no_global_current.json,docs/roca/prior_baselines_no_global_current.json,1,50630,"""expected_near"": 1.9442049821165959, ""abs_diff"": 0.0, ""pass_1e_minus_6"": true }, { ""name"": ""DEAP LOSO stimulus-only valence RMSE should match previous DEAP stimulus-only run"", ""value"": 1.5637460592350514, ""expected_near"": 1.5637460592350514, ""abs_diff"": 0.0, ""pass_1e_minus_6"": true }, { ""name"": ""DEAP LOSO stimulus-only arousal RMSE should match"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/prior_baselines_no_global_current.md,docs/roca/prior_baselines_no_global_current.md,1,18104,"# Prior baselines without global baseline This report computes non-global prior baselines for DEAP and I-DARE. ## Protocols - `leave_one_subject_out`: stimulus-only prior, train excludes the test subject. - `leave_one_stimulus_out`: subject-only prior, train excludes the test stimulus. - `leave_one_subject_stimulus_pair_out`: exact leave-one-cell-out additive subject+stimulus"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/docs/roca/prior_baselines_no_global_current_main_metrics.csv,docs/roca/prior_baselines_no_global_current_main_metrics.csv,1,4737,",mae,rmse,pearson,spearman,ccc,y_true_mean,y_true_std,y_pred_mean,y_pred_std,residual_mean,residual_std,rmse_over_y_std DEAP,arousal,leave_one_stimulus_out,subject_only,""For each held-out stimulus, predict each subject by train-stimulus mean of the same subject."",1280,1.602226762820513,1.9466171605903066,0.27506221341242837,0.21788576125357456,0.16875485798492598,5.1567109375,2.01971007608589,5.1567109375,0.6923700889216955,-3.087807787238717e-17,1.946"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/scripts/joint_cv/01_audit_manifest_prerequisites.py,scripts/joint_cv/01_audit_manifest_prerequisites.py,1,25008,standard_keys')) if embedded_key: status = 'needs_manual_review' reason = ( 'The sample DEAP pickle has nonstandard keys that may encode stimulus ' 'identity or trial order; inspect them before constructing a manifest.' ) elif strong_files: status = 'needs_manual_review' reason = ( 'Potential local DEAP stimulus/order metadata files were found. '
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/scripts/roca/01_deap_stimulus_only_loso.py,scripts/roca/01_deap_stimulus_only_loso.py,1,15842,"gs.out_prefix}_subject_metrics.csv"" out_trial = ROCA_DIR / f""{args.out_prefix}_trial_labels.csv"" print(""[INFO] DEAP stimulus-only LOSO baseline"") print(f""[INFO] deap_dir={args.deap_dir}"") print(f""[INFO] label_policy={args.label_policy}"") trial_df, issues = build_trial_table(args.deap_dir) trial_df.to_csv(out_trial, index=Fals"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/scripts/roca/01c_prior_baselines_no_global.py,scripts/roca/01c_prior_baselines_no_global.py,1,23279,"ut"", ""stimulus_only"", ""rmse""), ""expected_near"": 1.9442049821165959, }) checks.append({ ""name"": ""DEAP LOSO stimulus-only valence RMSE should match previous DEAP stimulus-only run"", ""value"": pick(""DEAP"", ""valence"", ""leave_one_subject_out"", ""stimulus_only"", ""rmse""), ""expected_near"": 1.5637460592350514, }) checks.append({ ""name"": ""DEAP LOSO stimulus-only aro"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/scripts/roca/06a0_idare_deep_data_and_prior_model_inventory.py,scripts/roca/06a0_idare_deep_data_and_prior_model_inventory.py,1,23746,"; project outputs may have more rows/subjects if merged or using derived pseudo-subject IDs, so inventory must separate DEAP raw from project-derived tables.""}, {""item"": ""DEAP trials per participant"", ""expected"": ""40 music-video trials"", ""why_it_matters"": ""Representation learning should preserve trial identity and avoid stimulus leakage in cross-subject evaluation.""}, {""item"": ""DEAP preprocessed signal shape"", ""expected"": ""usually 40 tr"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/scripts/roca/06a0b_idare_prior_deep_learning_forensic_review.py,scripts/roca/06a0b_idare_prior_deep_learning_forensic_review.py,1,22292,"""implication"": ""Representation learning is possible locally, but current EEG window is 640 samples, not the full DEAP 60s stimulus; input policy must be explicit."", ""risk"": ""A model on 5s windows may fail for reasons unrelated to physiology if the useful affect dynamics are outside the window."", ""recommended_action"": ""Before 06a1, v"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/scripts/roca/06a1b_idare_input_window_policy_audit.py,scripts/roca/06a1b_idare_input_window_policy_audit.py,1,21582,"""640 samples at 128 Hz is 5 seconds, which matches the I-DARE 5s stimulus-window policy; it is shorter only relative to DEAP's 60s video stimulus."", ""risk_for_06a1"": ""For I-DARE this is the intended full stimulus window; remaining risk is whether this 5s stimulus contains enough residual-relevant physiology."", ""decision"": ""I_DARE_5S_FULL_STIMULUS_WINDOW_CONFIRMED"", ""required_before_final_claim"": ""Document"
/mnt/HDD/AliWorks/EmotionRecognitionDEAP-I-DARE/working_proposal_v1_1.md,working_proposal_v1_1.md,1,17257,"score > 5 else 0 score == 5 -> discard ``` The midpoint score is discarded to reduce label noise. ### Windowing #### DEAP ```text 60s trial -> 12 windows × 5s stride = 5s overlap = 0 in the main protocol ``` #### I-DARE ```text 5s stimulus block -> 1 window ``` If event structure allows it, internal subwindows may be explored later. However, the main sequence-modeling claim is made on DEAP, not I-DARE. ### Normalization - Normalization statistics must"
