scheme,trial_index,seed,min_test_class_support,min_train_class_support,min_test_retained,max_midpoint_removed_fraction,single_class_test_cells,single_class_train_cells,min_held_subjects,max_held_subjects,min_held_stimuli,max_held_stimuli,strong_capacity_pass,minimal_capacity_pass
idare_4x4,65,260778,24,352,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,66,260779,21,324,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,67,260780,18,337,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,68,260781,27,341,87,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,69,260782,26,342,91,0.28125,0,0,15,16,8,8,True,True
idare_4x4,70,260783,18,310,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,71,260784,25,346,93,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,72,260785,24,342,90,0.25,0,0,15,16,8,8,True,True
idare_4x4,73,260786,21,342,91,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,74,260787,24,350,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,75,260788,20,308,94,0.234375,0,0,15,16,8,8,True,True
idare_4x4,76,260789,27,343,87,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,77,260790,16,306,91,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,78,260791,31,352,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,79,260792,29,352,81,0.325,0,0,15,16,8,8,True,True
idare_4x4,80,260793,18,356,92,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,81,260794,25,358,91,0.24166666666666667,0,0,15,16,8,8,True,True
idare_4x4,82,260795,25,338,86,0.328125,0,0,15,16,8,8,True,True
idare_4x4,83,260796,25,313,99,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,84,260797,26,324,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,85,260798,28,330,97,0.2109375,0,0,15,16,8,8,True,True
idare_4x4,86,260799,22,297,88,0.26666666666666666,0,0,15,16,8,8,True,True
idare_4x4,87,260800,13,326,85,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,88,260801,19,352,93,0.25,0,0,15,16,8,8,True,True
idare_4x4,89,260802,17,341,92,0.23333333333333334,0,0,15,16,8,8,True,True
idare_4x4,90,260803,18,352,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,91,260804,20,315,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,92,260805,23,344,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,93,260806,25,299,82,0.359375,0,0,15,16,8,8,True,True
idare_4x4,94,260807,19,339,93,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,95,260808,30,332,79,0.3416666666666667,0,0,15,16,8,8,True,True
idare_4x4,96,260809,24,347,86,0.328125,0,0,15,16,8,8,True,True
idare_4x4,97,260810,20,323,90,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,98,260811,26,343,87,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,99,260812,20,284,83,0.3125,0,0,15,16,8,8,True,True
idare_4x4,100,260813,6,332,89,0.25833333333333336,0,0,15,16,8,8,False,True
idare_4x4,101,260814,30,340,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,102,260815,23,333,93,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,103,260816,25,350,93,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,104,260817,18,346,92,0.25,0,0,15,16,8,8,True,True
idare_4x4,105,260818,13,332,94,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,106,260819,24,331,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,107,260820,22,332,88,0.28125,0,0,15,16,8,8,True,True
idare_4x4,108,260821,16,348,91,0.24166666666666667,0,0,15,16,8,8,True,True
idare_4x4,109,260822,29,314,92,0.265625,0,0,15,16,8,8,True,True
idare_4x4,110,260823,22,303,87,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,111,260824,17,316,93,0.25,0,0,15,16,8,8,True,True
idare_4x4,112,260825,22,324,90,0.28125,0,0,15,16,8,8,True,True
idare_4x4,113,260826,24,328,91,0.265625,0,0,15,16,8,8,True,True
idare_4x4,114,260827,23,344,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,115,260828,17,346,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,116,260829,24,317,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,117,260830,31,344,86,0.2833333333333333,0,0,15,16,8,8,True,True
idare_4x4,118,260831,19,343,91,0.24166666666666667,0,0,15,16,8,8,True,True
idare_4x4,119,260832,33,348,87,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,120,260833,20,327,75,0.375,0,0,15,16,8,8,True,True
idare_4x4,121,260834,32,346,94,0.25,0,0,15,16,8,8,True,True
idare_4x4,122,260835,17,325,97,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,123,260836,7,295,89,0.2734375,0,0,15,16,8,8,False,True
idare_4x4,124,260837,27,323,87,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,125,260838,28,317,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,126,260839,27,344,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,127,260840,27,353,90,0.25,0,0,15,16,8,8,True,True
idare_4x4,128,260841,28,340,90,0.25,0,0,15,16,8,8,True,True
idare_4x4,129,260842,29,318,91,0.25,0,0,15,16,8,8,True,True
idare_4x4,130,260843,18,347,87,0.3125,0,0,15,16,8,8,True,True
idare_4x4,131,260844,20,356,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,132,260845,18,303,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,133,260846,21,338,97,0.2109375,0,0,15,16,8,8,True,True
idare_4x4,134,260847,20,290,83,0.3515625,0,0,15,16,8,8,True,True
idare_4x4,135,260848,17,298,94,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,136,260849,22,319,93,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,137,260850,22,326,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,138,260851,12,331,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,139,260852,15,322,88,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,140,260853,25,345,90,0.265625,0,0,15,16,8,8,True,True
idare_4x4,141,260854,23,356,91,0.24166666666666667,0,0,15,16,8,8,True,True
idare_4x4,142,260855,15,320,93,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,143,260856,24,338,96,0.25,0,0,15,16,8,8,True,True
idare_4x4,144,260857,22,315,84,0.3,0,0,15,16,8,8,True,True
idare_4x4,145,260858,20,331,87,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,146,260859,14,334,81,0.325,0,0,15,16,8,8,True,True
idare_4x4,147,260860,28,340,83,0.30833333333333335,0,0,15,16,8,8,True,True
idare_4x4,148,260861,27,326,88,0.26666666666666666,0,0,15,16,8,8,True,True
idare_4x4,149,260862,25,334,93,0.225,0,0,15,16,8,8,True,True
idare_4x4,150,260863,21,343,77,0.35833333333333334,0,0,15,16,8,8,True,True
idare_4x4,151,260864,22,305,90,0.25,0,0,15,16,8,8,True,True
idare_4x4,152,260865,16,300,96,0.25,0,0,15,16,8,8,True,True
idare_4x4,153,260866,25,321,90,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,154,260867,22,330,84,0.328125,0,0,15,16,8,8,True,True
idare_4x4,155,260868,25,347,92,0.265625,0,0,15,16,8,8,True,True
idare_4x4,156,260869,14,298,92,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,157,260870,23,340,98,0.2109375,0,0,15,16,8,8,True,True
idare_4x4,158,260871,18,291,91,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,159,260872,20,294,95,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,160,260873,26,343,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,161,260874,28,319,93,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,162,260875,14,266,79,0.3416666666666667,0,0,15,16,8,8,True,True
idare_4x4,163,260876,32,365,88,0.26666666666666666,0,0,15,16,8,8,True,True
idare_4x4,164,260877,21,329,96,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,165,260878,22,340,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,166,260879,13,332,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,167,260880,24,310,96,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,168,260881,17,300,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,169,260882,20,326,86,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,170,260883,25,357,85,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,171,260884,17,278,87,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,172,260885,28,331,95,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,173,260886,16,338,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,174,260887,31,347,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,175,260888,19,293,86,0.2833333333333333,0,0,15,16,8,8,True,True
idare_4x4,176,260889,1,300,91,0.2890625,0,0,15,16,8,8,False,False
idare_4x4,177,260890,33,359,96,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,178,260891,9,280,90,0.265625,0,0,15,16,8,8,False,True
idare_4x4,179,260892,26,354,88,0.26666666666666666,0,0,15,16,8,8,True,True
idare_4x4,180,260893,26,351,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,181,260894,29,359,91,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,182,260895,26,335,93,0.234375,0,0,15,16,8,8,True,True
idare_4x4,183,260896,23,319,90,0.28125,0,0,15,16,8,8,True,True
idare_4x4,184,260897,17,348,90,0.28125,0,0,15,16,8,8,True,True
idare_4x4,185,260898,24,337,85,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,186,260899,17,330,83,0.30833333333333335,0,0,15,16,8,8,True,True
idare_4x4,187,260900,29,347,79,0.3416666666666667,0,0,15,16,8,8,True,True
idare_4x4,188,260901,29,353,84,0.3,0,0,15,16,8,8,True,True
idare_4x4,189,260902,14,335,92,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,190,260903,14,292,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,191,260904,32,344,93,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,192,260905,27,357,95,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,193,260906,14,299,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,194,260907,10,287,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,195,260908,21,341,85,0.2916666666666667,0,0,15,16,8,8,True,True
idare_4x4,196,260909,10,330,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,197,260910,11,320,78,0.375,0,0,15,16,8,8,True,True
idare_4x4,198,260911,3,327,80,0.3333333333333333,0,0,15,16,8,8,False,False
idare_4x4,199,260912,30,362,93,0.25,0,0,15,16,8,8,True,True
idare_4x4,200,260913,16,305,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,201,260914,21,292,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,202,260915,12,302,92,0.28125,0,0,15,16,8,8,True,True
idare_4x4,203,260916,15,293,78,0.375,0,0,15,16,8,8,True,True
idare_4x4,204,260917,27,334,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,205,260918,18,365,86,0.2833333333333333,0,0,15,16,8,8,True,True
idare_4x4,206,260919,7,331,75,0.375,0,0,15,16,8,8,False,True
idare_4x4,207,260920,25,357,96,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,208,260921,28,325,87,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,209,260922,22,312,81,0.325,0,0,15,16,8,8,True,True
idare_4x4,210,260923,27,348,96,0.25,0,0,15,16,8,8,True,True
idare_4x4,211,260924,11,333,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,212,260925,12,347,85,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,213,260926,28,354,98,0.234375,0,0,15,16,8,8,True,True
idare_4x4,214,260927,12,317,87,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,215,260928,23,335,95,0.25,0,0,15,16,8,8,True,True
idare_4x4,216,260929,26,318,85,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,217,260930,19,328,88,0.26666666666666666,0,0,15,16,8,8,True,True
idare_4x4,218,260931,22,330,92,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,219,260932,27,323,88,0.3125,0,0,15,16,8,8,True,True
idare_4x4,220,260933,17,324,93,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,221,260934,16,327,97,0.234375,0,0,15,16,8,8,True,True
idare_4x4,222,260935,14,329,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,223,260936,23,330,99,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,224,260937,27,362,91,0.25,0,0,15,16,8,8,True,True
idare_4x4,225,260938,17,322,85,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,226,260939,26,339,96,0.234375,0,0,15,16,8,8,True,True
idare_4x4,227,260940,11,328,81,0.359375,0,0,15,16,8,8,True,True
idare_4x4,228,260941,14,356,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,229,260942,16,313,83,0.3515625,0,0,15,16,8,8,True,True
idare_4x4,230,260943,9,352,94,0.265625,0,0,15,16,8,8,False,True
idare_4x4,231,260944,19,333,85,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,232,260945,18,322,87,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,233,260946,22,343,86,0.2833333333333333,0,0,15,16,8,8,True,True
idare_4x4,234,260947,27,345,94,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,235,260948,12,293,94,0.234375,0,0,15,16,8,8,True,True
idare_4x4,236,260949,28,330,84,0.3,0,0,15,16,8,8,True,True
idare_4x4,237,260950,29,360,95,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,238,260951,27,346,86,0.2833333333333333,0,0,15,16,8,8,True,True
idare_4x4,239,260952,25,321,88,0.3125,0,0,15,16,8,8,True,True
idare_4x4,240,260953,26,344,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,241,260954,11,324,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,242,260955,23,335,95,0.25,0,0,15,16,8,8,True,True
idare_4x4,243,260956,12,332,94,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,244,260957,31,370,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,245,260958,25,359,95,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,246,260959,30,320,90,0.25,0,0,15,16,8,8,True,True
idare_4x4,247,260960,16,320,92,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,248,260961,31,327,90,0.25,0,0,15,16,8,8,True,True
idare_4x4,249,260962,17,311,80,0.3333333333333333,0,0,15,16,8,8,True,True
idare_4x4,250,260963,21,312,88,0.26666666666666666,0,0,15,16,8,8,True,True
idare_4x4,251,260964,22,348,93,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,252,260965,26,325,95,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,253,260966,25,337,91,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,254,260967,18,329,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,255,260968,28,327,91,0.24166666666666667,0,0,15,16,8,8,True,True
idare_4x4,256,260969,25,309,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,257,260970,19,305,94,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,258,260971,24,319,93,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,259,260972,20,357,86,0.2833333333333333,0,0,15,16,8,8,True,True
idare_4x4,260,260973,30,362,92,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,261,260974,9,341,86,0.328125,0,0,15,16,8,8,False,True
idare_4x4,262,260975,15,309,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,263,260976,26,324,90,0.265625,0,0,15,16,8,8,True,True
idare_4x4,264,260977,29,346,90,0.265625,0,0,15,16,8,8,True,True
idare_4x4,265,260978,24,345,95,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,266,260979,30,326,93,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,267,260980,24,322,82,0.31666666666666665,0,0,15,16,8,8,True,True
idare_4x4,268,260981,34,366,92,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,269,260982,18,312,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,270,260983,13,341,90,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,271,260984,14,292,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,272,260985,29,340,91,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,273,260986,22,313,92,0.23333333333333334,0,0,15,16,8,8,True,True
idare_4x4,274,260987,18,325,81,0.34375,0,0,15,16,8,8,True,True
idare_4x4,275,260988,20,367,92,0.23333333333333334,0,0,15,16,8,8,True,True
idare_4x4,276,260989,17,296,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,277,260990,23,341,88,0.26666666666666666,0,0,15,16,8,8,True,True
idare_4x4,278,260991,33,363,92,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,279,260992,19,321,86,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,280,260993,11,302,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,281,260994,27,342,88,0.3125,0,0,15,16,8,8,True,True
idare_4x4,282,260995,25,343,95,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,283,260996,22,341,82,0.328125,0,0,15,16,8,8,True,True
idare_4x4,284,260997,17,321,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,285,260998,14,275,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,286,260999,26,349,97,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,287,261000,24,338,85,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,288,261001,19,339,83,0.3125,0,0,15,16,8,8,True,True
idare_4x4,289,261002,17,342,83,0.30833333333333335,0,0,15,16,8,8,True,True
idare_4x4,290,261003,21,327,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,291,261004,27,326,88,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,292,261005,21,324,94,0.25,0,0,15,16,8,8,True,True
idare_4x4,293,261006,9,302,89,0.3046875,0,0,15,16,8,8,False,True
idare_4x4,294,261007,23,302,93,0.2421875,0,0,15,16,8,8,True,True
idare_4x4,295,261008,27,306,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,296,261009,16,267,92,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,297,261010,12,278,85,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,298,261011,19,345,82,0.359375,0,0,15,16,8,8,True,True
idare_4x4,299,261012,4,286,92,0.28125,0,0,15,16,8,8,False,False
idare_4x4,300,261013,21,307,84,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,301,261014,21,353,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,302,261015,24,343,88,0.3125,0,0,15,16,8,8,True,True
idare_4x4,303,261016,32,346,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,304,261017,3,320,87,0.275,0,0,15,16,8,8,False,False
idare_4x4,305,261018,26,345,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,306,261019,30,339,90,0.265625,0,0,15,16,8,8,True,True
idare_4x4,307,261020,12,303,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,308,261021,14,297,88,0.28125,0,0,15,16,8,8,True,True
idare_4x4,309,261022,26,341,85,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,310,261023,27,338,94,0.265625,0,0,15,16,8,8,True,True
idare_4x4,311,261024,17,343,88,0.3125,0,0,15,16,8,8,True,True
idare_4x4,312,261025,18,339,86,0.2833333333333333,0,0,15,16,8,8,True,True
idare_4x4,313,261026,16,336,83,0.30833333333333335,0,0,15,16,8,8,True,True
idare_4x4,314,261027,21,299,67,0.44166666666666665,0,0,15,16,8,8,True,True
idare_4x4,315,261028,25,345,94,0.2265625,0,0,15,16,8,8,True,True
idare_4x4,316,261029,5,317,86,0.3203125,0,0,15,16,8,8,False,True
idare_4x4,317,261030,19,310,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,318,261031,15,329,85,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,319,261032,22,328,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,320,261033,21,303,81,0.3359375,0,0,15,16,8,8,True,True
idare_4x4,321,261034,28,314,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,322,261035,20,313,87,0.3203125,0,0,15,16,8,8,True,True
idare_4x4,323,261036,19,333,87,0.275,0,0,15,16,8,8,True,True
idare_4x4,324,261037,19,351,95,0.234375,0,0,15,16,8,8,True,True
idare_4x4,325,261038,20,339,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,326,261039,17,351,91,0.25,0,0,15,16,8,8,True,True
idare_4x4,327,261040,21,331,90,0.25,0,0,15,16,8,8,True,True
idare_4x4,328,261041,22,303,89,0.3046875,0,0,15,16,8,8,True,True
idare_4x4,329,261042,19,330,98,0.234375,0,0,15,16,8,8,True,True
idare_4x4,330,261043,24,316,94,0.2578125,0,0,15,16,8,8,True,True
idare_4x4,331,261044,16,339,88,0.26666666666666666,0,0,15,16,8,8,True,True
idare_4x4,332,261045,27,329,91,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,333,261046,26,320,89,0.2734375,0,0,15,16,8,8,True,True
idare_4x4,334,261047,12,346,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,335,261048,17,316,92,0.265625,0,0,15,16,8,8,True,True
idare_4x4,336,261049,13,317,90,0.25,0,0,15,16,8,8,True,True
idare_4x4,337,261050,18,338,90,0.296875,0,0,15,16,8,8,True,True
idare_4x4,338,261051,23,331,82,0.31666666666666665,0,0,15,16,8,8,True,True
idare_4x4,339,261052,27,325,90,0.2890625,0,0,15,16,8,8,True,True
idare_4x4,340,261053,17,312,89,0.25833333333333336,0,0,15,16,8,8,True,True
idare_4x4,341,261054,6,341,80,0.3333333333333333,0,0,15,16,8,8,False,True
idare_4x4,342,261055,15,315,81,0.325,0,0,15,16,8,8,True,True
idare_4x4,343,261056,24,339,91,0.2421875,0,0,15,16,8,8,True,True
