repetition,role,subject_fold,stimulus_fold,task,label_policy,held_subjects,held_stimuli,train_rows_total,train_rows_retained,train_low,train_high,train_min_class,train_single_class,test_rows_total,test_rows_retained,test_low,test_high,test_min_class,test_single_class,midpoint_removed_fraction,subject_leakage,stimulus_leakage,partition_uses_labels
0,primary,2,2,arousal,discard_midpoint,8,10,720,710,296,414,296,False,80,80,30,50,30,False,0.0,False,False,False
0,primary,2,2,arousal,midpoint_as_low,8,10,720,720,306,414,306,False,80,80,30,50,30,False,0.0,False,False,False
0,primary,2,2,arousal,midpoint_as_high,8,10,720,720,296,424,296,False,80,80,30,50,30,False,0.0,False,False,False
0,primary,2,3,valence,discard_midpoint,8,10,720,713,291,422,291,False,80,80,48,32,32,False,0.0,False,False,False
0,primary,2,3,valence,midpoint_as_low,8,10,720,720,298,422,298,False,80,80,48,32,32,False,0.0,False,False,False
0,primary,2,3,valence,midpoint_as_high,8,10,720,720,291,429,291,False,80,80,48,32,32,False,0.0,False,False,False
0,primary,2,3,arousal,discard_midpoint,8,10,720,716,298,418,298,False,80,78,37,41,37,False,0.025,False,False,False
0,primary,2,3,arousal,midpoint_as_low,8,10,720,720,302,418,302,False,80,80,39,41,39,False,0.0,False,False,False
0,primary,2,3,arousal,midpoint_as_high,8,10,720,720,298,422,298,False,80,80,37,43,37,False,0.0,False,False,False
0,primary,3,0,valence,discard_midpoint,8,10,720,708,322,386,322,False,80,80,25,55,25,False,0.0,False,False,False
0,primary,3,0,valence,midpoint_as_low,8,10,720,720,334,386,334,False,80,80,25,55,25,False,0.0,False,False,False
0,primary,3,0,valence,midpoint_as_high,8,10,720,720,322,398,322,False,80,80,25,55,25,False,0.0,False,False,False
0,primary,3,0,arousal,discard_midpoint,8,10,720,709,269,440,269,False,80,79,43,36,36,False,0.0125,False,False,False
0,primary,3,0,arousal,midpoint_as_low,8,10,720,720,280,440,280,False,80,80,44,36,36,False,0.0,False,False,False
0,primary,3,0,arousal,midpoint_as_high,8,10,720,720,269,451,269,False,80,80,43,37,37,False,0.0,False,False,False
0,primary,3,1,valence,discard_midpoint,8,10,720,711,312,399,312,False,80,80,42,38,38,False,0.0,False,False,False
0,primary,3,1,valence,midpoint_as_low,8,10,720,720,321,399,321,False,80,80,42,38,38,False,0.0,False,False,False
0,primary,3,1,valence,midpoint_as_high,8,10,720,720,312,408,312,False,80,80,42,38,38,False,0.0,False,False,False
0,primary,3,1,arousal,discard_midpoint,8,10,720,707,267,440,267,False,80,80,42,38,38,False,0.0,False,False,False
0,primary,3,1,arousal,midpoint_as_low,8,10,720,720,280,440,280,False,80,80,42,38,38,False,0.0,False,False,False
0,primary,3,1,arousal,midpoint_as_high,8,10,720,720,267,453,267,False,80,80,42,38,38,False,0.0,False,False,False
0,primary,3,2,valence,discard_midpoint,8,10,720,708,357,351,351,False,80,80,20,60,20,False,0.0,False,False,False
0,primary,3,2,valence,midpoint_as_low,8,10,720,720,369,351,351,False,80,80,20,60,20,False,0.0,False,False,False
0,primary,3,2,valence,midpoint_as_high,8,10,720,720,357,363,357,False,80,80,20,60,20,False,0.0,False,False,False
0,primary,3,2,arousal,discard_midpoint,8,10,720,706,284,422,284,False,80,80,38,42,38,False,0.0,False,False,False
0,primary,3,2,arousal,midpoint_as_low,8,10,720,720,298,422,298,False,80,80,38,42,38,False,0.0,False,False,False
0,primary,3,2,arousal,midpoint_as_high,8,10,720,720,284,436,284,False,80,80,38,42,38,False,0.0,False,False,False
0,primary,3,3,valence,discard_midpoint,8,10,720,705,302,403,302,False,80,80,38,42,38,False,0.0,False,False,False
0,primary,3,3,valence,midpoint_as_low,8,10,720,720,317,403,317,False,80,80,38,42,38,False,0.0,False,False,False
0,primary,3,3,valence,midpoint_as_high,8,10,720,720,302,418,302,False,80,80,38,42,38,False,0.0,False,False,False
0,primary,3,3,arousal,discard_midpoint,8,10,720,713,278,435,278,False,80,79,37,42,37,False,0.0125,False,False,False
0,primary,3,3,arousal,midpoint_as_low,8,10,720,720,285,435,285,False,80,80,38,42,38,False,0.0,False,False,False
0,primary,3,3,arousal,midpoint_as_high,8,10,720,720,278,442,278,False,80,80,37,43,37,False,0.0,False,False,False
1,sensitivity,0,0,valence,discard_midpoint,8,10,720,709,283,426,283,False,80,80,40,40,40,False,0.0,False,False,False
1,sensitivity,0,0,valence,midpoint_as_low,8,10,720,720,294,426,294,False,80,80,40,40,40,False,0.0,False,False,False
1,sensitivity,0,0,valence,midpoint_as_high,8,10,720,720,283,437,283,False,80,80,40,40,40,False,0.0,False,False,False
1,sensitivity,0,0,arousal,discard_midpoint,8,10,720,711,301,410,301,False,80,79,30,49,30,False,0.0125,False,False,False
1,sensitivity,0,0,arousal,midpoint_as_low,8,10,720,720,310,410,310,False,80,80,31,49,31,False,0.0,False,False,False
1,sensitivity,0,0,arousal,midpoint_as_high,8,10,720,720,301,419,301,False,80,80,30,50,30,False,0.0,False,False,False
1,sensitivity,0,1,valence,discard_midpoint,8,10,720,709,309,400,309,False,80,80,40,40,40,False,0.0,False,False,False
1,sensitivity,0,1,valence,midpoint_as_low,8,10,720,720,320,400,320,False,80,80,40,40,40,False,0.0,False,False,False
1,sensitivity,0,1,valence,midpoint_as_high,8,10,720,720,309,411,309,False,80,80,40,40,40,False,0.0,False,False,False
1,sensitivity,0,1,arousal,discard_midpoint,8,10,720,713,302,411,302,False,80,77,33,44,33,False,0.0375,False,False,False
1,sensitivity,0,1,arousal,midpoint_as_low,8,10,720,720,309,411,309,False,80,80,36,44,36,False,0.0,False,False,False
1,sensitivity,0,1,arousal,midpoint_as_high,8,10,720,720,302,418,302,False,80,80,33,47,33,False,0.0,False,False,False
1,sensitivity,0,2,valence,discard_midpoint,8,10,720,711,334,377,334,False,80,79,29,50,29,False,0.0125,False,False,False
1,sensitivity,0,2,valence,midpoint_as_low,8,10,720,720,343,377,343,False,80,80,30,50,30,False,0.0,False,False,False
1,sensitivity,0,2,valence,midpoint_as_high,8,10,720,720,334,386,334,False,80,80,29,51,29,False,0.0,False,False,False
1,sensitivity,0,2,arousal,discard_midpoint,8,10,720,713,282,431,282,False,80,78,36,42,36,False,0.025,False,False,False
1,sensitivity,0,2,arousal,midpoint_as_low,8,10,720,720,289,431,289,False,80,80,38,42,38,False,0.0,False,False,False
1,sensitivity,0,2,arousal,midpoint_as_high,8,10,720,720,282,438,282,False,80,80,36,44,36,False,0.0,False,False,False
1,sensitivity,0,3,valence,discard_midpoint,8,10,720,709,352,357,352,False,80,79,21,58,21,False,0.0125,False,False,False
1,sensitivity,0,3,valence,midpoint_as_low,8,10,720,720,363,357,357,False,80,80,22,58,22,False,0.0,False,False,False
1,sensitivity,0,3,valence,midpoint_as_high,8,10,720,720,352,368,352,False,80,80,21,59,21,False,0.0,False,False,False
1,sensitivity,0,3,arousal,discard_midpoint,8,10,720,713,285,428,285,False,80,79,37,42,37,False,0.0125,False,False,False
1,sensitivity,0,3,arousal,midpoint_as_low,8,10,720,720,292,428,292,False,80,80,38,42,38,False,0.0,False,False,False
1,sensitivity,0,3,arousal,midpoint_as_high,8,10,720,720,285,435,285,False,80,80,37,43,37,False,0.0,False,False,False
1,sensitivity,1,0,valence,discard_midpoint,8,10,720,710,271,439,271,False,80,79,49,30,30,False,0.0125,False,False,False
1,sensitivity,1,0,valence,midpoint_as_low,8,10,720,720,281,439,281,False,80,80,50,30,30,False,0.0,False,False,False
1,sensitivity,1,0,valence,midpoint_as_high,8,10,720,720,271,449,271,False,80,80,49,31,31,False,0.0,False,False,False
1,sensitivity,1,0,arousal,discard_midpoint,8,10,720,706,309,397,309,False,80,80,36,44,36,False,0.0,False,False,False
1,sensitivity,1,0,arousal,midpoint_as_low,8,10,720,720,323,397,323,False,80,80,36,44,36,False,0.0,False,False,False
1,sensitivity,1,0,arousal,midpoint_as_high,8,10,720,720,309,411,309,False,80,80,36,44,36,False,0.0,False,False,False
1,sensitivity,1,1,valence,discard_midpoint,8,10,720,711,288,423,288,False,80,80,40,40,40,False,0.0,False,False,False
1,sensitivity,1,1,valence,midpoint_as_low,8,10,720,720,297,423,297,False,80,80,40,40,40,False,0.0,False,False,False
1,sensitivity,1,1,valence,midpoint_as_high,8,10,720,720,288,432,288,False,80,80,40,40,40,False,0.0,False,False,False
1,sensitivity,1,1,arousal,discard_midpoint,8,10,720,710,300,410,300,False,80,80,29,51,29,False,0.0,False,False,False
1,sensitivity,1,1,arousal,midpoint_as_low,8,10,720,720,310,410,310,False,80,80,29,51,29,False,0.0,False,False,False
1,sensitivity,1,1,arousal,midpoint_as_high,8,10,720,720,300,420,300,False,80,80,29,51,29,False,0.0,False,False,False
1,sensitivity,1,2,valence,discard_midpoint,8,10,720,712,318,394,318,False,80,78,34,44,34,False,0.025,False,False,False
1,sensitivity,1,2,valence,midpoint_as_low,8,10,720,720,326,394,326,False,80,80,36,44,36,False,0.0,False,False,False
1,sensitivity,1,2,valence,midpoint_as_high,8,10,720,720,318,402,318,False,80,80,34,46,34,False,0.0,False,False,False
1,sensitivity,1,2,arousal,discard_midpoint,8,10,720,709,282,427,282,False,80,80,34,46,34,False,0.0,False,False,False
1,sensitivity,1,2,arousal,midpoint_as_low,8,10,720,720,293,427,293,False,80,80,34,46,34,False,0.0,False,False,False
1,sensitivity,1,2,arousal,midpoint_as_high,8,10,720,720,282,438,282,False,80,80,34,46,34,False,0.0,False,False,False
1,sensitivity,1,3,valence,discard_midpoint,8,10,720,711,338,373,338,False,80,79,28,51,28,False,0.0125,False,False,False
1,sensitivity,1,3,valence,midpoint_as_low,8,10,720,720,347,373,347,False,80,80,29,51,29,False,0.0,False,False,False
1,sensitivity,1,3,valence,midpoint_as_high,8,10,720,720,338,382,338,False,80,80,28,52,28,False,0.0,False,False,False
1,sensitivity,1,3,arousal,discard_midpoint,8,10,720,707,285,422,285,False,80,79,35,44,35,False,0.0125,False,False,False
1,sensitivity,1,3,arousal,midpoint_as_low,8,10,720,720,298,422,298,False,80,80,36,44,36,False,0.0,False,False,False
1,sensitivity,1,3,arousal,midpoint_as_high,8,10,720,720,285,435,285,False,80,80,35,45,35,False,0.0,False,False,False
1,sensitivity,2,0,valence,discard_midpoint,8,10,720,712,277,435,277,False,80,79,44,35,35,False,0.0125,False,False,False
1,sensitivity,2,0,valence,midpoint_as_low,8,10,720,720,285,435,285,False,80,80,45,35,35,False,0.0,False,False,False
1,sensitivity,2,0,valence,midpoint_as_high,8,10,720,720,277,443,277,False,80,80,44,36,36,False,0.0,False,False,False
1,sensitivity,2,0,arousal,discard_midpoint,8,10,720,709,309,400,309,False,80,80,28,52,28,False,0.0,False,False,False
1,sensitivity,2,0,arousal,midpoint_as_low,8,10,720,720,320,400,320,False,80,80,28,52,28,False,0.0,False,False,False
1,sensitivity,2,0,arousal,midpoint_as_high,8,10,720,720,309,411,309,False,80,80,28,52,28,False,0.0,False,False,False
1,sensitivity,2,1,valence,discard_midpoint,8,10,720,711,300,411,300,False,80,78,41,37,37,False,0.025,False,False,False
1,sensitivity,2,1,valence,midpoint_as_low,8,10,720,720,309,411,309,False,80,80,43,37,37,False,0.0,False,False,False
1,sensitivity,2,1,valence,midpoint_as_high,8,10,720,720,300,420,300,False,80,80,41,39,39,False,0.0,False,False,False
1,sensitivity,2,1,arousal,discard_midpoint,8,10,720,712,308,404,308,False,80,79,29,50,29,False,0.0125,False,False,False
1,sensitivity,2,1,arousal,midpoint_as_low,8,10,720,720,316,404,316,False,80,80,30,50,30,False,0.0,False,False,False
1,sensitivity,2,1,arousal,midpoint_as_high,8,10,720,720,308,412,308,False,80,80,29,51,29,False,0.0,False,False,False
1,sensitivity,2,2,valence,discard_midpoint,8,10,720,714,325,389,325,False,80,78,30,48,30,False,0.025,False,False,False
1,sensitivity,2,2,valence,midpoint_as_low,8,10,720,720,331,389,331,False,80,80,32,48,32,False,0.0,False,False,False
1,sensitivity,2,2,valence,midpoint_as_high,8,10,720,720,325,395,325,False,80,80,30,50,30,False,0.0,False,False,False
1,sensitivity,2,2,arousal,discard_midpoint,8,10,720,710,291,419,291,False,80,78,35,43,35,False,0.025,False,False,False
1,sensitivity,2,2,arousal,midpoint_as_low,8,10,720,720,301,419,301,False,80,80,37,43,37,False,0.0,False,False,False
1,sensitivity,2,2,arousal,midpoint_as_high,8,10,720,720,291,429,291,False,80,80,35,45,35,False,0.0,False,False,False
1,sensitivity,2,3,valence,discard_midpoint,8,10,720,713,346,367,346,False,80,79,25,54,25,False,0.0125,False,False,False
1,sensitivity,2,3,valence,midpoint_as_low,8,10,720,720,353,367,353,False,80,80,26,54,26,False,0.0,False,False,False
1,sensitivity,2,3,valence,midpoint_as_high,8,10,720,720,346,374,346,False,80,80,25,55,25,False,0.0,False,False,False
1,sensitivity,2,3,arousal,discard_midpoint,8,10,720,710,292,418,292,False,80,79,34,45,34,False,0.0125,False,False,False
1,sensitivity,2,3,arousal,midpoint_as_low,8,10,720,720,302,418,302,False,80,80,35,45,35,False,0.0,False,False,False
1,sensitivity,2,3,arousal,midpoint_as_high,8,10,720,720,292,428,292,False,80,80,34,46,34,False,0.0,False,False,False
1,sensitivity,3,0,valence,discard_midpoint,8,10,720,710,288,422,288,False,80,79,50,29,29,False,0.0125,False,False,False
1,sensitivity,3,0,valence,midpoint_as_low,8,10,720,720,298,422,298,False,80,80,51,29,29,False,0.0,False,False,False
1,sensitivity,3,0,valence,midpoint_as_high,8,10,720,720,288,432,288,False,80,80,50,30,30,False,0.0,False,False,False
1,sensitivity,3,0,arousal,discard_midpoint,8,10,720,709,302,407,302,False,80,79,25,54,25,False,0.0125,False,False,False
1,sensitivity,3,0,arousal,midpoint_as_low,8,10,720,720,313,407,313,False,80,80,26,54,26,False,0.0,False,False,False
1,sensitivity,3,0,arousal,midpoint_as_high,8,10,720,720,302,418,302,False,80,80,25,55,25,False,0.0,False,False,False
1,sensitivity,3,1,valence,discard_midpoint,8,10,720,710,300,410,300,False,80,79,36,43,36,False,0.0125,False,False,False
1,sensitivity,3,1,valence,midpoint_as_low,8,10,720,720,310,410,310,False,80,80,37,43,37,False,0.0,False,False,False
1,sensitivity,3,1,valence,midpoint_as_high,8,10,720,720,300,420,300,False,80,80,36,44,36,False,0.0,False,False,False
1,sensitivity,3,1,arousal,discard_midpoint,8,10,720,712,305,407,305,False,80,78,30,48,30,False,0.025,False,False,False
1,sensitivity,3,1,arousal,midpoint_as_low,8,10,720,720,313,407,313,False,80,80,32,48,32,False,0.0,False,False,False
1,sensitivity,3,1,arousal,midpoint_as_high,8,10,720,720,305,415,305,False,80,80,30,50,30,False,0.0,False,False,False
1,sensitivity,3,2,valence,discard_midpoint,8,10,720,713,328,385,328,False,80,79,28,51,28,False,0.0125,False,False,False
1,sensitivity,3,2,valence,midpoint_as_low,8,10,720,720,335,385,335,False,80,80,29,51,29,False,0.0,False,False,False
1,sensitivity,3,2,valence,midpoint_as_high,8,10,720,720,328,392,328,False,80,80,28,52,28,False,0.0,False,False,False
1,sensitivity,3,2,arousal,discard_midpoint,8,10,720,712,291,421,291,False,80,79,39,40,39,False,0.0125,False,False,False
1,sensitivity,3,2,arousal,midpoint_as_low,8,10,720,720,299,421,299,False,80,80,40,40,40,False,0.0,False,False,False
1,sensitivity,3,2,arousal,midpoint_as_high,8,10,720,720,291,429,291,False,80,80,39,41,39,False,0.0,False,False,False
1,sensitivity,3,3,valence,discard_midpoint,8,10,720,711,347,364,347,False,80,79,21,58,21,False,0.0125,False,False,False
1,sensitivity,3,3,valence,midpoint_as_low,8,10,720,720,356,364,356,False,80,80,22,58,22,False,0.0,False,False,False
1,sensitivity,3,3,valence,midpoint_as_high,8,10,720,720,347,373,347,False,80,80,21,59,21,False,0.0,False,False,False
1,sensitivity,3,3,arousal,discard_midpoint,8,10,720,711,290,421,290,False,80,79,36,43,36,False,0.0125,False,False,False
1,sensitivity,3,3,arousal,midpoint_as_low,8,10,720,720,299,421,299,False,80,80,37,43,37,False,0.0,False,False,False
1,sensitivity,3,3,arousal,midpoint_as_high,8,10,720,720,290,430,290,False,80,80,36,44,36,False,0.0,False,False,False
2,sensitivity,0,0,valence,discard_midpoint,8,10,720,714,334,380,334,False,80,78,27,51,27,False,0.025,False,False,False
2,sensitivity,0,0,valence,midpoint_as_low,8,10,720,720,340,380,340,False,80,80,29,51,29,False,0.0,False,False,False
2,sensitivity,0,0,valence,midpoint_as_high,8,10,720,720,334,386,334,False,80,80,27,53,27,False,0.0,False,False,False
2,sensitivity,0,0,arousal,discard_midpoint,8,10,720,712,310,402,310,False,80,78,28,50,28,False,0.025,False,False,False
2,sensitivity,0,0,arousal,midpoint_as_low,8,10,720,720,318,402,318,False,80,80,30,50,30,False,0.0,False,False,False
2,sensitivity,0,0,arousal,midpoint_as_high,8,10,720,720,310,410,310,False,80,80,28,52,28,False,0.0,False,False,False
2,sensitivity,0,1,valence,discard_midpoint,8,10,720,714,331,383,331,False,80,80,32,48,32,False,0.0,False,False,False
2,sensitivity,0,1,valence,midpoint_as_low,8,10,720,720,337,383,337,False,80,80,32,48,32,False,0.0,False,False,False
2,sensitivity,0,1,valence,midpoint_as_high,8,10,720,720,331,389,331,False,80,80,32,48,32,False,0.0,False,False,False
2,sensitivity,0,1,arousal,discard_midpoint,8,10,720,710,284,426,284,False,80,79,29,50,29,False,0.0125,False,False,False
2,sensitivity,0,1,arousal,midpoint_as_low,8,10,720,720,294,426,294,False,80,80,30,50,30,False,0.0,False,False,False
2,sensitivity,0,1,arousal,midpoint_as_high,8,10,720,720,284,436,284,False,80,80,29,51,29,False,0.0,False,False,False
2,sensitivity,0,2,valence,discard_midpoint,8,10,720,713,294,419,294,False,80,77,39,38,38,False,0.0375,False,False,False
2,sensitivity,0,2,valence,midpoint_as_low,8,10,720,720,301,419,301,False,80,80,42,38,38,False,0.0,False,False,False
2,sensitivity,0,2,valence,midpoint_as_high,8,10,720,720,294,426,294,False,80,80,39,41,39,False,0.0,False,False,False
2,sensitivity,0,2,arousal,discard_midpoint,8,10,720,712,315,397,315,False,80,79,32,47,32,False,0.0125,False,False,False
2,sensitivity,0,2,arousal,midpoint_as_low,8,10,720,720,323,397,323,False,80,80,33,47,33,False,0.0,False,False,False
2,sensitivity,0,2,arousal,midpoint_as_high,8,10,720,720,315,405,315,False,80,80,32,48,32,False,0.0,False,False,False
2,sensitivity,0,3,valence,discard_midpoint,8,10,720,715,247,468,247,False,80,77,56,21,21,False,0.0375,False,False,False
2,sensitivity,0,3,valence,midpoint_as_low,8,10,720,720,252,468,252,False,80,80,59,21,21,False,0.0,False,False,False
2,sensitivity,0,3,valence,midpoint_as_high,8,10,720,720,247,473,247,False,80,80,56,24,24,False,0.0,False,False,False
2,sensitivity,0,3,arousal,discard_midpoint,8,10,720,710,270,440,270,False,80,79,44,35,35,False,0.0125,False,False,False
2,sensitivity,0,3,arousal,midpoint_as_low,8,10,720,720,280,440,280,False,80,80,45,35,35,False,0.0,False,False,False
2,sensitivity,0,3,arousal,midpoint_as_high,8,10,720,720,270,450,270,False,80,80,44,36,36,False,0.0,False,False,False
2,sensitivity,1,0,valence,discard_midpoint,8,10,720,712,359,353,353,False,80,80,25,55,25,False,0.0,False,False,False
2,sensitivity,1,0,valence,midpoint_as_low,8,10,720,720,367,353,353,False,80,80,25,55,25,False,0.0,False,False,False
2,sensitivity,1,0,valence,midpoint_as_high,8,10,720,720,359,361,359,False,80,80,25,55,25,False,0.0,False,False,False
2,sensitivity,1,0,arousal,discard_midpoint,8,10,720,711,329,382,329,False,80,80,23,57,23,False,0.0,False,False,False
2,sensitivity,1,0,arousal,midpoint_as_low,8,10,720,720,338,382,338,False,80,80,23,57,23,False,0.0,False,False,False
2,sensitivity,1,0,arousal,midpoint_as_high,8,10,720,720,329,391,329,False,80,80,23,57,23,False,0.0,False,False,False
2,sensitivity,1,1,valence,discard_midpoint,8,10,720,708,345,363,345,False,80,78,19,59,19,False,0.025,False,False,False
2,sensitivity,1,1,valence,midpoint_as_low,8,10,720,720,357,363,357,False,80,80,21,59,21,False,0.0,False,False,False
